"Salmo_salar"	"Salvelinus_fontinalis"	"Salvelinus_namaycush"	"Coregonus_clupeaformis"	"Esox_lucius"	"Catostomus_catostomus"	"Tetraonchus_monenteron"	"Discocotyle_sagittata"	"Crepidostomum_farionis"	"Crepidostomum_cooperi"	"Phyllodistomum_coregoni"	"Phyllodistomum_lachancei"	"Triaenophorus_crassus"	"Triaenophorus_crassus_(L)"	"Eubothrium_salvelini"	"Diphyllobothrium_sp._(L)"	"Proteocephalus_pinguis"	"Proteocephalus_tumidocollus"	"Proteocephalus_sp.1"	"Proteocephalus_sp.2"	"Raphidascaris_sp."	"Raphidascaris_canadensis"	"Capillaria_salvelini"	"Metabronema_salvelini"	"Metechinorhynchus_lateralis"	"Neoechinorhynchus_crassus"	"Ergasilus_caeruleus"	"Salmincola_extumescens"	"Salmincola_coregonorum"	"Salmincola_edwardsii"	"Salmincola_siscowet"
"Salmo_salar"	1.09852997108463	0.0751557734800317	0.0752308084711501	0.0826092492644511	0.00180753103306709	0	0.00307424573681248	0.0845343119962176	0.00896137812367819	0.0845371979574145	0.0031772788178635	0.0842505258118599	0.000180753103306709	0.00607077145136927	0.0842505258118599	0.0874278046297234	0.000180753103306709	0.00896137812367819	0.00896137812367818	0.0874278046297234	0.00896137812367818	0.000180753103306709	0.00896137812367819	0.00289060667230891	0.00307135977561562	0	0	0.0816437053239087	0.0031772788178635	0.00289060667230891	0.00289349263350577
"Salvelinus_fontinalis"	0.0404684934123248	1.13350285396463	0.0758067208135675	0.0690202942921084	0.0145349708506995	0	0.00436914019328409	0.0491414969898759	0.0491665334257811	0.00846087648406568	0.00265462670354263	0.0494025133945474	0.00145349708506995	0.00557026981175676	0.0494025133945474	0.05205714009809	0.00145349708506995	0.0491665334257811	0.0491665334257811	0.05205714009809	0.0491665334257811	0.00145349708506995	0.0491665334257811	0.0435962636140244	0.0450497606990943	0	0	0.00554523337585155	0.00265462670354263	0.0435962636140244	0.00291564310821413
"Salvelinus_namaycush"	0.0405088968690808	0.0758067208135675	1.12282663067899	0.0797844341124075	0.0144066508592856	0	0.0446263047274283	0.00887776782296635	0.0491699148309602	0.0491477643562519	0.00306863208124644	0.0489947753832196	0.00144066508592856	0.0462542717227461	0.0489947753832196	0.052063407464466	0.00144066508592856	0.0491699148309603	0.0491699148309602	0.052063407464466	0.0491699148309603	0.00144066508592856	0.0491699148309603	0.00291564310821413	0.00435630819414269	0	0	0.00596212471475221	0.00306863208124644	0.00291564310821413	0.0431856396414997
"Coregonus_clupeaformis"	0.044481903450089	0.0690202942921084	0.0797844341124075	1.13825818310848	0.00178851837024658	0	0.0032474839182711	0.0496110664101939	0.0495024196735768	0.0500250717878977	0.0437791608887878	0.00890053760265258	0.000178851837024658	0.0468477929700342	0.00890053760265258	0.0526796984914404	0.000178851837024658	0.0495024196735769	0.0495024196735768	0.0526796984914403	0.0495024196735768	0.000178851837024658	0.0495024196735768	0.00265462670354263	0.00283347854056729	0	0	0.0469564397066513	0.0437791608887877	0.00265462670354263	0.00306863208124644
"Esox_lucius"	0.00253054344629392	0.0377909242118188	0.0374572922341425	0.00465014776264112	1.25090442567844	0	0.126531107653772	0.00181310202540132	0.00307301400802317	0.00180027002625992	0.000178851837024658	0.00307491527430522	0.125090442567844	0.00161951692295322	0.00307491527430522	0.00325376711132988	0.125090442567844	0.00307301400802317	0.00307301400802317	0.00325376711132988	0.00307301400802317	0.125090442567844	0.00307301400802317	0.00145349708506995	0.126543939652914	0	0	0.000359604940331367	0.000178851837024658	0.00145349708506995	0.00144066508592856
"Catostomus_catostomus"	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0.333333333333333	0	0	0	0
"Tetraonchus_monenteron"	0.0107598600788437	0.0283994112563466	0.290070980728284	0.0211086454687621	0.316327769134431	0	1.0427893530953	0.00267271746209192	0.0130607322097459	0.012737008595628	0.000811870979567775	0.0130174226643812	0.0316327769134431	0.0119684471614248	0.0130174226643812	0.013829293643949	0.0316327769134431	0.0130607322097459	0.0130607322097459	0.013829293643949	0.0130607322097459	0.0316327769134431	0.0130607322097459	0.00109228504832102	0.0327250619617641	0	0	0.0015804324137709	0.000811870979567775	0.00109228504832102	0.0111565761818571
"Discocotyle_sagittata"	0.197246727991174	0.212946486956129	0.0384703272328542	0.214981287777507	0.0030218367090022	0	0.00178181164139461	1.03054781256605	0.0179383885371727	0.0238371910382296	0.00826851106836565	0.0237589294681767	0.00030218367090022	0.00974813903886004	0.0237589294681766	0.0320274405365423	0.00030218367090022	0.0179383885371727	0.0179383885371727	0.0320274405365423	0.0179383885371727	0.00030218367090022	0.0179383885371727	0.00819024949831265	0.00849243316921287	0	0	0.0223575630677353	0.00826851106836565	0.00819024949831265	0.00147962797049439
"Crepidostomum_farionis"	0.0209098822885824	0.213054978178385	0.213069630934161	0.214510485252166	0.00512169001337195	0	0.00870715480649724	0.0179383885371727	1.02463981132172	0.0179389521047025	0.00825040327892947	0.0178829710634033	0.000512169001337195	0.0164453890840895	0.0178829710634033	0.0261333743423327	0.000512169001337195	0.0246398113217197	0.0246398113217197	0.0261333743423327	0.0246398113217197	0.000512169001337195	0.0246398113217197	0.00819442223763019	0.00870659123896738	0	0	0.0097439662995425	0.00825040327892947	0.00819442223763019	0.00819498580516005
"Crepidostomum_cooperi"	0.197253461900634	0.0366637980976179	0.212973645543758	0.21677531108089	0.00300045004376654	0	0.00849133906375198	0.0238371910382296	0.0179389521047025	1.03061833901693	0.00833751196464962	0.0236909731329554	0.000300045004376654	0.0165288060240249	0.0236909731329553	0.032028485097605	0.000300045004376654	0.0179389521047025	0.0179389521047025	0.0320284850976049	0.0179389521047025	0.000300045004376654	0.0179389521047025	0.00141014608067761	0.00171019108505427	0	0	0.022427044957552	0.00833751196464962	0.00141014608067761	0.00819129405937532
"Phyllodistomum_coregoni"	0.0222409517250445	0.0345101471460542	0.0398922170562037	0.569129091554241	0.000894259185123292	0	0.00162374195913555	0.0248055332050969	0.0247512098367884	0.0250125358939489	1.02188958044439	0.00445026880132629	8.94259185123293e-05	0.0234238964850171	0.00445026880132629	0.0263398492457202	8.94259185123293e-05	0.0247512098367884	0.0247512098367884	0.0263398492457202	0.0247512098367884	8.94259185123292e-05	0.0247512098367884	0.00132731335177132	0.00141673927028364	0	0	0.0234782198533256	0.0218895804443939	0.00132731335177132	0.00153431604062322
"Phyllodistomum_lachancei"	0.196584560227673	0.214077558043039	0.212310693327285	0.0385689962781611	0.0051248587905087	0	0.00867828177625413	0.0237589294681767	0.0178829710634033	0.0236909731329553	0.00148342293377543	1.0304413024316	0.00051248587905087	0.00964921883097869	0.0304413024316045	0.0319247253653799	0.00051248587905087	0.0178829710634033	0.0178829710634033	0.0319247253653799	0.0178829710634033	0.00051248587905087	0.0178829710634033	0.00823375223242457	0.00874623811147543	0	0	0.0155251772357521	0.00148342293377543	0.00823375223242456	0.00816579589720327
"Triaenophorus_crassus"	0.00126527172314696	0.0188954621059094	0.0187286461170712	0.00232507388132056	0.625452212839219	0	0.0632655538268861	0.00090655101270066	0.00153650700401158	0.000900135013129962	8.94259185123292e-05	0.00153745763715261	1.06254522128392	0.000809758461476608	0.00153745763715261	0.00162688355566494	0.0625452212839219	0.00153650700401158	0.00153650700401158	0.00162688355566494	0.00153650700401158	0.0625452212839219	0.00153650700401158	0.000726748542534976	0.0632719698264568	0	0	0.000179802470165684	8.94259185123292e-05	0.000726748542534976	0.000720332542964279
"Triaenophorus_crassus_(L)"	0.0212477000797925	0.036206753776419	0.30065276619785	0.304510654305222	0.00404879230738304	0	0.0119684471614248	0.0146222085582901	0.0246680836261343	0.0247932090360374	0.0117119482425085	0.014473828246468	0.000404879230738304	1.0232755161732	0.014473828246468	0.0261857764889766	0.000404879230738304	0.0246680836261343	0.0246680836261343	0.0261857764889766	0.0246680836261343	0.000404879230738304	0.0246680836261343	0.00139256745293919	0.00179744668367749	0	0	0.0132296411053509	0.0117119482425085	0.00139256745293919	0.0115635679306865
"Eubothrium_salvelini"	0.196584560227673	0.214077558043039	0.212310693327285	0.0385689962781611	0.00512485879050869	0	0.00867828177625414	0.0237589294681766	0.0178829710634033	0.0236909731329553	0.00148342293377543	0.0304413024316045	0.00051248587905087	0.00964921883097869	1.0304413024316	0.0319247253653799	0.00051248587905087	0.0178829710634033	0.0178829710634033	0.0319247253653799	0.0178829710634033	0.00051248587905087	0.0178829710634033	0.00823375223242457	0.00874623811147543	0	0	0.0155251772357521	0.00148342293377543	0.00823375223242457	0.00816579589720327
"Diphyllobothrium_sp._(L)"	0.152998658102016	0.169185705318793	0.169206074259515	0.171209020097181	0.00406720888916235	0	0.00691464682197449	0.0240205804024067	0.0196000307567495	0.0240213638232037	0.00658496231143004	0.0239435440240349	0.000406720888916235	0.0130928882444883	0.0239435440240349	1.03052850633547	0.000406720888916235	0.0196000307567496	0.0196000307567495	0.030528506335465	0.0196000307567495	0.000406720888916235	0.0196000307567496	0.00650714251226126	0.00691386340117749	0	0	0.0175134378901455	0.00658496231143004	0.00650714251226125	0.00650792593305826
"Proteocephalus_pinguis"	0.00126527172314696	0.0188954621059094	0.0187286461170712	0.00232507388132056	0.625452212839218	0	0.0632655538268861	0.00090655101270066	0.00153650700401158	0.000900135013129962	8.94259185123292e-05	0.00153745763715261	0.0625452212839219	0.000809758461476608	0.00153745763715261	0.00162688355566494	1.06254522128392	0.00153650700401158	0.00153650700401158	0.00162688355566494	0.00153650700401158	0.0625452212839219	0.00153650700401158	0.000726748542534976	0.0632719698264568	0	0	0.000179802470165684	8.94259185123292e-05	0.000726748542534976	0.000720332542964279
"Proteocephalus_tumidocollus"	0.0209098822885824	0.213054978178385	0.213069630934161	0.214510485252166	0.00512169001337195	0	0.00870715480649724	0.0179383885371727	0.0246398113217197	0.0179389521047025	0.00825040327892947	0.0178829710634033	0.000512169001337194	0.0164453890840895	0.0178829710634033	0.0261333743423327	0.000512169001337195	1.02463981132172	0.0246398113217197	0.0261333743423327	0.0246398113217197	0.000512169001337194	0.0246398113217197	0.00819442223763019	0.00870659123896738	0	0	0.00974396629954251	0.00825040327892947	0.00819442223763018	0.00819498580516004
"Proteocephalus_sp.1"	0.0209098822885824	0.213054978178385	0.213069630934161	0.214510485252166	0.00512169001337194	0	0.00870715480649724	0.0179383885371727	0.0246398113217197	0.0179389521047025	0.00825040327892947	0.0178829710634033	0.000512169001337195	0.0164453890840895	0.0178829710634033	0.0261333743423327	0.000512169001337195	0.0246398113217197	1.02463981132172	0.0261333743423327	0.0246398113217197	0.000512169001337195	0.0246398113217197	0.00819442223763018	0.00870659123896738	0	0	0.00974396629954251	0.00825040327892947	0.00819442223763018	0.00819498580516004
"Proteocephalus_sp.2"	0.152998658102016	0.169185705318793	0.169206074259515	0.171209020097181	0.00406720888916235	0	0.00691464682197449	0.0240205804024067	0.0196000307567496	0.0240213638232037	0.00658496231143004	0.0239435440240349	0.000406720888916235	0.0130928882444883	0.0239435440240349	0.030528506335465	0.000406720888916235	0.0196000307567496	0.0196000307567496	1.03052850633546	0.0196000307567496	0.000406720888916235	0.0196000307567496	0.00650714251226126	0.00691386340117749	0	0	0.0175134378901455	0.00658496231143004	0.00650714251226125	0.00650792593305826
"Raphidascaris_sp."	0.0209098822885824	0.213054978178385	0.213069630934161	0.214510485252166	0.00512169001337194	0	0.00870715480649724	0.0179383885371727	0.0246398113217197	0.0179389521047025	0.00825040327892947	0.0178829710634033	0.000512169001337194	0.0164453890840895	0.0178829710634033	0.0261333743423327	0.000512169001337195	0.0246398113217197	0.0246398113217197	0.0261333743423327	1.02463981132172	0.000512169001337194	0.0246398113217197	0.00819442223763019	0.00870659123896738	0	0	0.00974396629954251	0.00825040327892946	0.00819442223763018	0.00819498580516004
"Raphidascaris_canadensis"	0.00126527172314696	0.0188954621059094	0.0187286461170712	0.00232507388132056	0.625452212839219	0	0.0632655538268861	0.00090655101270066	0.00153650700401158	0.000900135013129962	8.94259185123292e-05	0.00153745763715261	0.0625452212839219	0.000809758461476608	0.00153745763715261	0.00162688355566494	0.0625452212839219	0.00153650700401158	0.00153650700401158	0.00162688355566494	0.00153650700401158	1.06254522128392	0.00153650700401158	0.000726748542534976	0.0632719698264568	0	0	0.000179802470165684	8.94259185123292e-05	0.000726748542534976	0.000720332542964279
"Capillaria_salvelini"	0.0209098822885824	0.213054978178385	0.213069630934161	0.214510485252166	0.00512169001337194	0	0.00870715480649724	0.0179383885371727	0.0246398113217197	0.0179389521047025	0.00825040327892947	0.0178829710634033	0.000512169001337195	0.0164453890840895	0.0178829710634033	0.0261333743423327	0.000512169001337195	0.0246398113217197	0.0246398113217197	0.0261333743423327	0.0246398113217197	0.000512169001337195	1.02463981132172	0.00819442223763019	0.00870659123896738	0	0	0.00974396629954251	0.00825040327892947	0.00819442223763018	0.00819498580516004
"Metabronema_salvelini"	0.0202342467061624	0.566751426982317	0.0379033604067837	0.0345101471460542	0.00726748542534976	0	0.00218457009664204	0.0245707484949379	0.0245832667128906	0.00423043824203284	0.00132731335177132	0.0247012566972737	0.000726748542534976	0.00278513490587838	0.0247012566972737	0.026028570049045	0.000726748542534976	0.0245832667128906	0.0245832667128906	0.026028570049045	0.0245832667128906	0.000726748542534976	0.0245832667128906	1.02179813180701	0.0225248803495471	0	0	0.00277261668792577	0.00132731335177131	0.0217981318070122	0.00145782155410707
"Metechinorhynchus_lateralis"	0.0107497592146547	0.292823444544113	0.0283160032619275	0.0184176105136874	0.316359849132284	0	0.0327250619617641	0.0127386497538193	0.0130598868584511	0.0025652866275814	0.000708369635141822	0.0131193571672132	0.0316359849132284	0.00179744668367749	0.0131193571672132	0.013827726802355	0.0316359849132284	0.0130598868584511	0.0130598868584511	0.013827726802355	0.0130598868584511	0.0316359849132284	0.0130598868584511	0.0112624401747736	1.042898425088	0	0	0.00147620957904573	0.000708369635141822	0.0112624401747736	0.00108907704853567
"Neoechinorhynchus_crassus"	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16666666666667	0.166666666666667	0	0	0	0
"Ergasilus_caeruleus"	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	1.16666666666667	0	0	0	0
