"Nephrosperma_vanhoutteanum"	"Medusagyne_oppositifolia"	"Mimusops_sechellarum"	"Erythroxylum_sechellarum"	"Memecylon_eleagni"	"Apis_mellifera"	"Lygistorrhina_sp1_M_PL_085"	"Unidentified_sp2_M_PL_085"	"Unidentified_sp1_M_PL_085"	"Lasioglossum_mahense"	"Parasarcophaga_hirticeps"	"Eristalinus_vicarians"	"Rhiparida_seychellensis"	"Geron_seychellarum"	"Nectarinia_dussumieri"	"Phelsuma_sp1_M_PL_085"	"Chalcidoma_disjunctum"	"Hemipyrellia_germana"	"Simosyrphus_aegyptius"	"Unidentified_sp3_M_PL_085"	"Unidentified_sp4_M_PL_085"	"Unidentified_sp5_M_PL_085"
"Nephrosperma_vanhoutteanum"	1.24769697100665	0.0266890627739295	0.0380967793247405	0.014290960810441	0.00655955941757339	0.0573961449037672	0.0445606061073803	0.0445606061073803	0.0521835148467636	0.0513080779203856	0.0490087832363686	0.0445606061073803	0.0445606061073803	0.0445606061073803	0.00317473161039504	0.0477353377177754	0.0445606061073803	0.0445606061073803	0.00163988985439335	0.0445606061073803	0.0445606061073803	0.00317473161039504
"Medusagyne_oppositifolia"	0.124548959611671	1.09953721102498	0.0628429830432027	0.0230279123239411	0.0233762673295377	0.204542339133455	0.00444817712898824	0.00444817712898824	0.192941294220085	0.0154420704635738	0.187704378966485	0.00444817712898824	0.00444817712898825	0.00444817712898824	0.00523691525360022	0.00968509238258847	0.00444817712898824	0.00444817712898824	0.00584406683238443	0.00444817712898824	0.00444817712898824	0.00523691525360022
"Mimusops_sechellarum"	0.0888924850910611	0.0314214915216013	1.17000357941267	0.0296825327965243	0.0133332445114725	0.116665889475384	0.00317473161039504	0.00317473161039504	0.105911945148385	0.108095663093916	0.00841164686399526	0.00317473161039504	0.00317473161039504	0.00317473161039504	0.0975002982843895	0.100675029894785	0.00317473161039504	0.00317473161039504	0.00333331112786811	0.00317473161039504	0.00317473161039504	0.0975002982843895
"Erythroxylum_sechellarum"	0.100036725673087	0.0345418684859117	0.089047598389573	1.07608689659289	0.0336202441918762	0.294177136678917	0.00357274020261025	0.00357274020261025	0.0167503514827266	0.280015097549963	0.00932971828359553	0.00357274020261025	0.00357274020261025	0.00357274020261025	0.00742063319913108	0.0109933734017413	0.00357274020261025	0.00357274020261025	0.00840506104796906	0.00357274020261025	0.00357274020261025	0.00742063319913108
"Memecylon_eleagni"	0.0459169159230138	0.0350644009943066	0.0399997335344174	0.0336202441918762	1.17873203868972	0.313905338535045	0.00163988985439335	0.00163988985439335	0.0108172678146459	0.0133782620302305	0.00748395668677778	0.00163988985439335	0.00163988985439335	0.00163988985439335	0.00333331112786811	0.00497320098226146	0.00163988985439335	0.00163988985439335	0.29468300967243	0.00163988985439335	0.00163988985439335	0.00333331112786811
"Apis_mellifera"	0.160709205730548	0.122725403480073	0.139999067370461	0.117670854671567	0.125562135414018	1.09866868487266	0.00573961449037672	0.00573961449037672	0.0378604373512606	0.0468239171058068	0.0261938484037222	0.00573961449037672	0.00573961449037672	0.00573961449037672	0.0116665889475384	0.0174062034379151	0.00573961449037672	0.00573961449037672	0.0313905338535045	0.00573961449037672	0.00573961449037672	0.0116665889475384
"Lygistorrhina_sp1_M_PL_085"	0.623848485503325	0.0133445313869647	0.0190483896623702	0.0071454804052205	0.0032797797087867	0.0286980724518836	1.02228030305369	0.0222803030536902	0.0260917574233818	0.0256540389601928	0.0245043916181843	0.0222803030536902	0.0222803030536902	0.0222803030536902	0.00158736580519752	0.0238676688588877	0.0222803030536902	0.0222803030536902	0.000819944927196675	0.0222803030536902	0.0222803030536902	0.00158736580519752
"Unidentified_sp2_M_PL_085"	0.623848485503325	0.0133445313869647	0.0190483896623702	0.00714548040522049	0.0032797797087867	0.0286980724518836	0.0222803030536901	1.02228030305369	0.0260917574233818	0.0256540389601928	0.0245043916181843	0.0222803030536902	0.0222803030536902	0.0222803030536902	0.00158736580519752	0.0238676688588877	0.0222803030536902	0.0222803030536902	0.000819944927196675	0.0222803030536902	0.0222803030536902	0.00158736580519752
"Unidentified_sp1_M_PL_085"	0.243523069284897	0.192941294220085	0.21182389029677	0.0111669009884844	0.0072115118764306	0.0631007289187677	0.00869725247446059	0.00869725247446059	1.05850612570254	0.0291409685796458	0.0408541348444748	0.00869725247446059	0.00869725247446061	0.00869725247446059	0.0176519908580641	0.0263492433325247	0.0086972524744606	0.0086972524744606	0.00180287796910765	0.0086972524744606	0.0086972524744606	0.0176519908580641
"Lasioglossum_mahense"	0.239437696961799	0.0154420704635738	0.216191326187831	0.186676731699975	0.00891884135348701	0.0780398618430113	0.00855134632006427	0.00855134632006427	0.0291409685796458	1.07323647309404	0.0111250247306599	0.00855134632006426	0.00855134632006427	0.00855134632006426	0.0180159438489859	0.0265672901690502	0.00855134632006427	0.00855134632006427	0.00222971033837175	0.00855134632006427	0.00855134632006427	0.0180159438489859
