"Cinnamomum_verum"	"Nephrosperma_vanhoutteanum"	"Memecylon_eleagni"	"Chrysobalanus_icaco"	"Roscheria_melanochaetes"	"Erythroxylum_sechellarum"	"Nepenthes_pervillei"	"Mimusops_sechellarum"	"Timonius_sechellensis"	"Apis_mellifera"	"Neophyllomyza_approximatonervis"	"Lygistorrhina_sp1_M_PL_118"	"Unidentified_sp2_M_PL_118"	"Lasioglossum_mahense"	"Nectarinia_dussumieri"	"Unidentified_sp1_M_PL_118"	"Hemipyrellia_sp1_M_PL_118"	"Leptotes_pirithous"	"Ornidia_obesa"	"Lampides_boeticus"	"Megachile_seychellensis"	"Phelsuma_sp1_M_PL_118"
"Cinnamomum_verum"	1.20199769329101	0.0177713779660698	0.0144392445974317	0.017327093516918	0	0.0343427912368859	0.0474551327250207	0	0	0.144392445974317	0.00222142224575872	0.00222142224575872	0	0.137371164947544	0.00288784891948634	0.00222142224575872	0.132063552510356	0.00288784891948634	0.120199769329101	0	0.120199769329101	0
"Nephrosperma_vanhoutteanum"	0.0222142224575872	1.25242199485701	0.0175928708213213	0.0211114449855856	0	0.000634692070216777	0.0193581081416117	0	0	0.175928708213213	0.156552749357126	0.156552749357126	0	0.00253876828086711	0.00351857416426426	0.156552749357126	0.00706094928116165	0.00351857416426426	0.00222142224575872	0	0.00222142224575872	0
"Memecylon_eleagni"	0.0721962229871584	0.0703714832852852	1.05717683016929	0.0686121962031531	0	0.00206274922820453	0.062913851460238	0	0	0.571768301692942	0.00879643541066065	0.00879643541066065	0	0.0082509969128181	0.0114353660338588	0.00879643541066065	0.0229480851637754	0.0114353660338588	0.00721962229871584	0	0.00721962229871584	0
"Chrysobalanus_icaco"	0.0288784891948634	0.0281485933141141	0.0228707320677177	1.22744487848126	0	0.00082509969128181	0.0251655405840952	0	0	0.228707320677177	0.00351857416426426	0.00351857416426426	0	0.00330039876512724	0.204574146413543	0.00351857416426426	0.00917923406551014	0.204574146413544	0.00288784891948634	0	0.00288784891948634	0
"Roscheria_melanochaetes"	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0
"Erythroxylum_sechellarum"	0.17171395618443	0.00253876828086711	0.00206274922820453	0.00247529907384543	0	1.14776325589098	0.00677930467500295	0	0	0.0206274922820453	0.000317346035108389	0.000317346035108389	0	0.591053023563935	0.000412549845640905	0.000317346035108389	0.0188662217871937	0.000412549845640905	0.017171395618443	0	0.017171395618443	0
"Nepenthes_pervillei"	0.118637831812552	0.0387162162832234	0.031456925730119	0.0377483108761428	0	0.00338965233750148	1.1033843962938	0	0	0.31456925730119	0.00483952703540293	0.00483952703540293	0	0.0135586093500059	0.0062913851460238	0.00483952703540293	0.287709882254704	0.0062913851460238	0.0118637831812552	0	0.0118637831812552	0
"Mimusops_sechellarum"	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667
"Timonius_sechellensis"	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0
"Apis_mellifera"	0.144392445974317	0.14074296657057	0.114353660338588	0.137224392406306	0	0.00412549845640905	0.125827702920476	0	0	1.14353660338588	0.0175928708213213	0.0175928708213213	0	0.0165019938256362	0.0228707320677177	0.0175928708213213	0.0458961703275507	0.0228707320677177	0.0144392445974317	0	0.0144392445974317	0
