"Nephrosperma_vanhoutteanum"	"Medusagyne_oppositifolia"	"Mimusops_sechellarum"	"Erythroxylum_sechellarum"	"Memecylon_eleagni"	"Apis_mellifera"	"Lygistorrhina_sp1_M_PL_085"	"Unidentified_sp2_M_PL_085"	"Unidentified_sp1_M_PL_085"	"Lasioglossum_mahense"	"Parasarcophaga_hirticeps"	"Eristalinus_vicarians"	"Rhiparida_seychellensis"	"Geron_seychellarum"	"Nectarinia_dussumieri"	"Phelsuma_sp1_M_PL_085"	"Chalcidoma_disjunctum"	"Hemipyrellia_germana"	"Simosyrphus_aegyptius"	"Unidentified_sp3_M_PL_085"	"Unidentified_sp4_M_PL_085"	"Unidentified_sp5_M_PL_085"
"Nephrosperma_vanhoutteanum"	3.59539229532487	0.427830524752147	0.769114357166514	0.263074096940894	0.207746620552414	0.686717995714923	0.231132361842313	0.231132361842313	0.474848672842934	0.464882859040692	0.359481519267957	0.231132361842313	0.231132361842313	0.231132361842313	0.115367153574977	0.34649951541729	0.231132361842313	0.231132361842313	0.0934859792485861	0.231132361842313	0.231132361842313	0.115367153574977
"Medusagyne_oppositifolia"	1.99654244884335	1.71537420074843	0.914495391442546	0.314055358079181	0.322690495623334	1.06667136053269	0.128349157425644	0.128349157425644	0.780135726366554	0.406848377277657	0.642961417650172	0.128349157425644	0.128349157425644	0.128349157425644	0.137174308716382	0.265523466142026	0.128349157425644	0.128349157425644	0.1452107230305	0.128349157425644	0.128349157425644	0.137174308716382
"Mimusops_sechellarum"	1.79460016672186	0.457247695721273	2.39244186949786	0.349655196618783	0.269212966177059	0.889898415974167	0.115367153574977	0.115367153574977	0.611407742716038	0.631578272478108	0.252541462291359	0.115367153574977	0.115367153574977	0.115367153574977	0.358866280424679	0.474233433999656	0.115367153574977	0.115367153574977	0.121145834779677	0.115367153574977	0.115367153574977	0.358866280424679
"Erythroxylum_sechellarum"	1.84151867858626	0.471083037118771	1.04896558985635	1.51655127067805	0.385039318497412	1.27276885836645	0.118383343623402	0.118383343623402	0.417053093237486	0.958176253906978	0.259708254759033	0.118383343623402	0.118383343623402	0.118383343623402	0.157344838478452	0.275728182101854	0.118383343623402	0.118383343623402	0.173267693323836	0.118383343623402	0.118383343623402	0.157344838478452
"Memecylon_eleagni"	1.4542263438669	0.484035743435	0.807638898531177	0.385039318497412	2.13221759040636	1.49260814606546	0.0934859792485861	0.0934859792485861	0.359842537058763	0.387899507352098	0.238696702279086	0.0934859792485861	0.0934859792485861	0.0934859792485861	0.121145834779677	0.214631814028263	0.0934859792485861	0.0934859792485861	0.959497915682861	0.0934859792485861	0.0934859792485861	0.121145834779677
"Apis_mellifera"	1.92281038800178	0.640002816319612	1.067878099169	0.509107543346578	0.597043258426184	1.97355965979766	0.123609239228686	0.123609239228686	0.47579179899992	0.512889348609996	0.315610084124569	0.123609239228686	0.123609239228686	0.123609239228686	0.16018171487535	0.283790954104036	0.123609239228686	0.123609239228686	0.268669466291783	0.123609239228686	0.123609239228686	0.16018171487535
"Lygistorrhina_sp1_M_PL_085"	3.23585306579238	0.385047472276932	0.692202921449862	0.236766687246804	0.186971958497172	0.61804619614343	1.20801912565808	0.208019125658082	0.427363805558641	0.418394573136623	0.323533367341162	0.208019125658082	0.208019125658082	0.208019125658082	0.103830438217479	0.311849563875561	0.208019125658082	0.208019125658082	0.0841373813237275	0.208019125658082	0.208019125658082	0.103830438217479
"Unidentified_sp2_M_PL_085"	3.23585306579238	0.385047472276932	0.692202921449862	0.236766687246804	0.186971958497172	0.618046196143431	0.208019125658082	1.20801912565808	0.427363805558641	0.418394573136623	0.323533367341162	0.208019125658082	0.208019125658082	0.208019125658082	0.103830438217479	0.311849563875561	0.208019125658082	0.208019125658082	0.0841373813237275	0.208019125658082	0.208019125658082	0.103830438217479
"Unidentified_sp1_M_PL_085"	2.21596047326703	0.780135726366554	1.22281548543208	0.278035395491657	0.239895024705842	0.792986331666533	0.14245460185288	0.14245460185288	1.55991764257766	0.450992852638937	0.376495319762846	0.14245460185288	0.14245460185288	0.14245460185288	0.183422322814811	0.325876924667692	0.14245460185288	0.14245460185288	0.107952761117629	0.14245460185288	0.14245460185288	0.183422322814811
"Lasioglossum_mahense"	2.1694533421899	0.406848377277657	1.26315654495622	0.638784169271319	0.258599671568066	0.854815581016661	0.139464857712208	0.139464857712208	0.450992852638938	1.61639121562773	0.261519370895505	0.139464857712208	0.139464857712208	0.139464857712208	0.189473481743432	0.32893833945564	0.139464857712208	0.139464857712208	0.116369852205629	0.139464857712208	0.139464857712208	0.189473481743432
