"Cinnamomum_verum"	"Nephrosperma_vanhoutteanum"	"Memecylon_eleagni"	"Chrysobalanus_icaco"	"Roscheria_melanochaetes"	"Erythroxylum_sechellarum"	"Nepenthes_pervillei"	"Mimusops_sechellarum"	"Timonius_sechellensis"	"Apis_mellifera"	"Neophyllomyza_approximatonervis"	"Lygistorrhina_sp1_M_PL_118"	"Unidentified_sp2_M_PL_118"	"Lasioglossum_mahense"	"Nectarinia_dussumieri"	"Unidentified_sp1_M_PL_118"	"Hemipyrellia_sp1_M_PL_118"	"Leptotes_pirithous"	"Ornidia_obesa"	"Lampides_boeticus"	"Megachile_seychellensis"	"Phelsuma_sp1_M_PL_118"
"Cinnamomum_verum"	2.94512502770818	0.590948202136444	0.231947169338554	0.504232976822944	0	0.400932986965315	0.589971531765412	0	0	1.28859538521419	0.1329633454807	0.1329633454807	0	0.890962193256255	0.151269893046883	0.1329633454807	0.795609694281908	0.151269893046883	0.530122504987472	0	0.530122504987472	0
"Nephrosperma_vanhoutteanum"	0.738685252670555	3.20561042464552	0.258202091673368	0.561308894942104	0	0.100560513388765	0.39879071741653	0	0	1.43445606485204	0.721262345545243	0.721262345545243	0	0.223467807530588	0.168392668482631	0.721262345545243	0.312419168318138	0.168392668482631	0.1329633454807	0	0.1329633454807	0
"Memecylon_eleagni"	1.15973584669277	1.03280836669347	1.40537728392719	0.881254965059103	0	0.15788000602036	0.626101426343952	0	0	2.25209602181771	0.232381882506031	0.232381882506031	0	0.350844457823023	0.264376489517731	0.232381882506031	0.490498094259477	0.264376489517731	0.208752452404699	0	0.208752452404699	0
"Chrysobalanus_icaco"	0.840388294704906	0.748411859922805	0.293751655019701	2.81250359786891	0	0.114405801464029	0.453696685756487	0	0	1.63195363899834	0.168392668482631	0.168392668482631	0	0.254235114364509	0.843751079360675	0.168392668482631	0.355433401637302	0.843751079360675	0.151269893046883	0	0.151269893046883	0
"Roscheria_melanochaetes"	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0
"Erythroxylum_sechellarum"	2.00466493482657	0.402242053555058	0.15788000602036	0.343217404392088	0	1.95357623482513	0.401577261117634	0	0	0.877111144557558	0.0905044620498881	0.0905044620498881	0	2.1190582996114	0.102965221317626	0.0905044620498881	0.541549455771719	0.102965221317626	0.360839688268783	0	0.360839688268783	0
"Nepenthes_pervillei"	1.47492882941353	0.79758143483306	0.313050713171976	0.680545028634731	0	0.200788630558817	1.79626325812473	0	0	1.7391706287332	0.179455822837439	0.179455822837439	0	0.446196956797371	0.204163508590419	0.179455822837439	1.07380565545056	0.204163508590419	0.265487189294436	0	0.265487189294436	0
"Mimusops_sechellarum"	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316
"Timonius_sechellensis"	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0
"Apis_mellifera"	1.28859538521419	1.14756485188164	0.450419204363542	0.979172183399004	0	0.175422228911512	0.69566825149328	0	0	2.50232891313079	0.258202091673368	0.258202091673368	0	0.389827175358914	0.293751655019701	0.258202091673368	0.54499788251053	0.293751655019701	0.231947169338554	0	0.231947169338554	0
"Neophyllomyza_approximatonervis"	0.664816727403499	2.88504938218097	0.232381882506031	0.505178005447894	0	0.0905044620498881	0.358911645674877	0	0	1.29101045836684	1.64913611099072	0.649136110990719	0	0.201121026777529	0.151553401634368	0.649136110990719	0.281177251486325	0.151553401634368	0.11966701093263	0	0.11966701093263	0
"Lygistorrhina_sp1_M_PL_118"	0.664816727403499	2.88504938218097	0.232381882506031	0.505178005447894	0	0.0905044620498881	0.358911645674877	0	0	1.29101045836684	0.649136110990718	1.64913611099072	0	0.201121026777529	0.151553401634368	0.649136110990719	0.281177251486325	0.151553401634368	0.11966701093263	0	0.11966701093263	0
"Unidentified_sp2_M_PL_118"	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0
"Lasioglossum_mahense"	2.22740548314064	0.446935615061176	0.175422228911512	0.381352671546764	0	1.0595291498057	0.446196956797371	0	0	0.974567938397286	0.100560513388765	0.100560513388765	0	2.35450922179044	0.114405801464029	0.100560513388765	0.601721617524132	0.114405801464029	0.400932986965315	0	0.400932986965315	0
"Nectarinia_dussumieri"	0.756349465234415	0.673570673930525	0.264376489517731	2.53125323808202	0	0.102965221317626	0.408327017180839	0	0	1.46875827509851	0.151553401634368	0.151553401634368	0	0.228811602928059	1.75937597142461	0.151553401634368	0.319890061473572	0.759375971424607	0.136142903742195	0	0.136142903742195	0
"Unidentified_sp1_M_PL_118"	0.664816727403499	2.88504938218097	0.232381882506031	0.505178005447894	0	0.0905044620498881	0.358911645674877	0	0	1.29101045836684	0.649136110990718	0.649136110990718	0	0.201121026777529	0.151553401634368	1.64913611099072	0.281177251486325	0.151553401634368	0.11966701093263	0	0.11966701093263	0
"Hemipyrellia_sp1_M_PL_118"	1.98902423570477	0.624838336636277	0.245249047129739	0.533150102455954	0	0.270774727885859	1.07380565545056	0	0	1.36249470627633	0.140588625743162	0.140588625743162	0	0.601721617524132	0.159945030736786	0.140588625743162	1.84123690737961	0.159945030736786	0.358024362426858	0	0.358024362426858	0
"Leptotes_pirithous"	0.756349465234415	0.673570673930525	0.264376489517731	2.53125323808202	0	0.102965221317626	0.408327017180838	0	0	1.46875827509851	0.151553401634368	0.151553401634368	0	0.228811602928058	0.759375971424607	0.151553401634368	0.319890061473572	1.75937597142461	0.136142903742195	0	0.136142903742195	0
"Ornidia_obesa"	2.65061252493736	0.531853381922799	0.208752452404699	0.453809679140649	0	0.360839688268783	0.530974378588871	0	0	1.15973584669277	0.11966701093263	0.11966701093263	0	0.80186597393063	0.136142903742195	0.11966701093263	0.716048724853717	0.136142903742195	1.47711025448872	0	0.477110254488725	0
"Lampides_boeticus"	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0
"Megachile_seychellensis"	2.65061252493736	0.531853381922799	0.208752452404699	0.453809679140649	0	0.360839688268783	0.530974378588871	0	0	1.15973584669277	0.11966701093263	0.11966701093263	0	0.80186597393063	0.136142903742195	0.11966701093263	0.716048724853717	0.136142903742195	0.477110254488725	0	1.47711025448872	0
"Phelsuma_sp1_M_PL_118"	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684
