"Saxifraga_tricuspidata"	"Dryas_integrifolia"	"Campanula_gieseckiana"	"Ledum_palustre"	"Polygonum_viviparum"	"Silene_acaulis"	"Rhododendron_lapponicum"	"Salix_sp1_M_PL_045"	"Cerastium_alpinum"	"Epilobium_latifolium"	"Vaccinium_uliginosum"	"Viscaria_alpina"	"Cassiope_tetragona"	"Pedicularis_flammea"	"Potentilla_rubricaulis"	"Pyrola_grandiflora"	"Saxifraga_caespitosa"	"Unidentified_sp1_M_PL_045"	"Nysius_groenlandicus"	"Acarina_sp1_M_PL_045"	"Unidentified_sp2_M_PL_045"	"Thysanoptera_sp1_M_PL_045"	"Unidentified_sp3_M_PL_045"	"Eupeodes_curtus"	"Dolichopus_sp1_M_PL_045"	"Spilogona_sp1_M_PL_045"	"Platycheirus_hyperboreus"	"Platycheirus_lundbecki"	"Delia_sp1_M_PL_045"	"Pegomya_sp1_M_PL_045"	"Sphaerophoria_scripta"	"Unidentified_sp4_M_PL_045"	"Coccinella_transversoguttata"	"Eupeodes_luniger"	"Lasiomma_sp1_M_PL_045"	"Platycheirus_groenlandicus"	"Protophormia_terranovae"	"Sympsitis_zetterstedtii"	"Unidentified_sp5_M_PL_045"	"Unidentified_sp6_M_PL_045"	"Unidentified_sp7_M_PL_045"	"Unidentified_sp8_M_PL_045"	"Unidentified_sp9_M_PL_045"
"Saxifraga_tricuspidata"	1.69931625585353	0.920369418329057	0.418372147094469	0.404630492109245	0.247127190067145	0.373695864434174	0.176372167024156	0.35467662595503	0.187014624500477	0.0362974901589445	0.164694723794559	0.0362974901589445	0	0.0801640432009024	0.0362974901589445	0.0433011913036082	0.084530680593657	0.71256927289691	0.201652723105247	0.0418372147094469	0.751383827499173	0.51023048016944	0.423166514149638	0.240562173908934	0.102531788525834	0.393866284681922	0.126431861062162	0.101003820173458	0.0418372147094469	0.126431861062162	0.115270992814154	0.105177468028473	0.0798022408398816	0.0591666054640108	0.0591666054640108	0.0418372147094469	0.0418372147094469	0.0444828942120862	0.0606945738163867	0	0.25489743837803	0.0418372147094469	0.0591666054640108
"Dryas_integrifolia"	0.394444036426739	2.24280313519891	0.493508007534877	0.323762168332605	0.289378507070873	0.387331600360313	0.129960135813605	0.251071027739866	0.232412602157564	0.0687321009879894	0.122277808146349	0.0687321009879894	0	0.0607387276573865	0.0687321009879894	0.0677347548448243	0.0615390804889621	0.539899801398991	0.38184500548883	0.0493508007534877	0.547014048790774	0.380116974025794	0.322417295830856	0.376304193582357	0.0979151260033785	0.259837788253982	0.213899889613358	0.193531002301989	0.0493508007534877	0.213899889613358	0.213903982195771	0.100652456522648	0.0564909812414699	0.144180201548501	0.144180201548501	0.0493508007534877	0.0493508007534877	0.0520881312727572	0.0485643252498908	0	0.0591666054640108	0.0493508007534877	0.144180201548501
"Campanula_gieseckiana"	0.278914764729646	0.767679122832031	2.66178666495721	0.347074172703192	0.23907461053215	0.247642221759604	0.077368668956576	0.137024455305929	0.17584346909086	0.0323524543129756	0.0726714477344481	0.0323524543129756	0	0.0368500337405756	0.0323524543129756	0.0883494854618206	0.0358214139938725	0.327555855471783	0.179735857294309	0.266178666495721	0.318412568834423	0.230818083126131	0.401942281875384	0.490830474787892	0.3182397924012	0.122018517906769	0.0939264006702165	0.315529467249209	0.266178666495721	0.0939264006702165	0.102103841480746	0.0950945558012657	0.0308305024438341	0.0493508007534877	0.0493508007534877	0.266178666495721	0.266178666495721	0.0430334298957869	0.0520611259054788	0	0.0418372147094469	0.266178666495721	0.0493508007534877
"Ledum_palustre"	0.404630492109245	0.755445059442746	0.520611259054788	1.78826617127601	0.382111483190278	0.299732162601526	0.172081816986058	0.262752289111032	0.187700949484979	0.0410933669267419	0.15903150133117	0.0410933669267419	0	0.0789739512495538	0.0410933669267419	0.0484831080376138	0.0800575500816162	0.701990677773811	0.228296482926344	0.0520611259054788	0.711622667392143	0.511245927246899	0.215271814240031	0.269350600208966	0.320301051596881	0.16837816411626	0.102516114518165	0.10062545115537	0.0520611259054788	0.102516114518165	0.104874610095384	0.337019992665652	0.0591192650499821	0.0485643252498908	0.0485643252498908	0.0520611259054788	0.0520611259054788	0.06878006697425	0.268239925691402	0	0.0606945738163867	0.0520611259054788	0.0485643252498908
"Polygonum_viviparum"	0.296552628080574	0.810259819798445	0.430334298957869	0.458533779828334	1.77284372401442	0.253251001694856	0.0925602439736056	0.209107754645174	0.200487861599781	0.129992218457517	0.123677353245524	0.129992218457517	0	0.0792040302028056	0.129992218457517	0.101895420280183	0.0444733230427185	0.704035824024939	0.722178991430649	0.0430334298957869	0.395318427046387	0.26714956072715	0.185189635685704	0.56608566822324	0.111813496870037	0.143620270280008	0.0976733115778312	0.0951215611685441	0.0430334298957869	0.0976733115778312	0.112234489752692	0.387891937296846	0.0470492447951642	0.0520881312727572	0.0520881312727572	0.0430334298957869	0.0430334298957869	0.319111870322596	0.0687800669742501	0	0.0444828942120862	0.0430334298957869	0.0520881312727572
"Silene_acaulis"	0.448435037321009	1.08452848100888	0.445755999167288	0.359678595121831	0.253251001694856	1.59488408687442	0.138891124003276	0.2868721929006	0.149129863864699	0.0403791367832441	0.168321217718535	0.0403791367832441	0	0.083101899335849	0.0403791367832441	0.043951666993189	0.0852193183826863	0.738683549651991	0.22432853768469	0.0445755999167288	0.757505052290545	0.298176697892166	0.468639679217131	0.244175927739939	0.0985273891850035	0.201531187065643	0.356798823702251	0.114295287981585	0.0445755999167288	0.356798823702251	0.114458647224266	0.0995369695733486	0.0645462434026349	0.0697196880648563	0.0697196880648564	0.0445755999167288	0.0445755999167288	0.045585180305074	0.0539517892682746	0	0.0672652555981513	0.0445755999167288	0.0697196880648564
"Rhododendron_lapponicum"	0.529116501072469	0.909720950695236	0.348159010304592	0.516245450958174	0.231400609934014	0.347227810008191	1.2832685213221	0.31066501502184	0.265216302137789	0.0350664411726928	0.185430600082845	0.0350664411726928	0	0.0591800530090068	0.0350664411726928	0.0460771995986722	0.126250547073839	0.526044915635616	0.194813562070515	0.0348159010304592	1.12222708510079	0.872322079156999	0.235166443108926	0.255984442214846	0.112252718674185	0.207749164656907	0.120983066917597	0.0932979621465815	0.0348159010304592	0.120983066917597	0.138046951757459	0.119088927431849	0.069899628379914	0.0584820611161223	0.0584820611161223	0.0348159010304592	0.0348159010304592	0.0416521097881225	0.0774368176437261	0	0.0793674751608703	0.0348159010304592	0.0584820611161223
"Salix_sp1_M_PL_045"	0.532014938932544	0.878748597089532	0.308305024438341	0.394128433666548	0.261384693306468	0.358590241125749	0.15533250751092	1.69646433258452	0.136679506753896	0.0362592231256695	0.197530996162295	0.0362592231256695	0	0.0973353628081105	0.0362592231256695	0.037669957626724	0.100195633354185	0.865203224960983	0.201440128475942	0.0308305024438341	0.8906278520372	0.306315967537417	0.23166996792782	0.209277542370689	0.0899497674938163	0.517997696912869	0.121037224644105	0.087321483685304	0.0308305024438341	0.121037224644105	0.0974948332676388	0.106168509845146	0.381704474831517	0.0564909812414699	0.0564909812414699	0.0308305024438341	0.0308305024438341	0.0470492447951642	0.0591192650499821	0	0.0798022408398816	0.0308305024438341	0.0564909812414699
"Cerastium_alpinum"	0.374029249000953	1.08459214340197	0.527530407272579	0.375401898969957	0.334146435999636	0.248549773107831	0.176810868091859	0.182239342338529	1.49714417166234	0.0454798152585538	0.0952862695079022	0.0454798152585538	0	0.0464277885129732	0.0454798152585538	0.135701620099725	0.048858480994929	0.412691453448651	0.252665640325299	0.0527530407272579	0.434297608843813	0.710846594982945	0.22332016788408	0.753897889442917	0.109063325572751	0.166832020023581	0.114462739806679	0.122476821374527	0.0527530407272579	0.114462739806679	0.518867032145972	0.116456643325428	0.0410038520261689	0.0697237806472692	0.0697237806472692	0.0527530407272579	0.0527530407272579	0.0601463584799344	0.0563102848454936	0	0.056104387350143	0.0527530407272579	0.0697237806472692
"Epilobium_latifolium"	0.217784940953667	0.962249413831852	0.29117208881678	0.246560201560452	0.649961092287584	0.201895683916221	0.0701328823453855	0.145036892502678	0.136439445775661	1.37780805398866	0.0775189419172829	0.377808053988662	0	0.0441064723216948	0.377808053988662	0.0534632069460141	0.0334124695955881	0.392057531748398	2.09893363327034	0.029117208881678	0.29699972973856	0.20400229305443	0.159985064018838	0.297017816366745	0.0661012391157457	0.127159932845343	0.0982001139941101	0.0909760997708684	0.029117208881678	0.0982001139941101	0.102790724621889	0.153977026845833	0.0326333008131026	0.0618588908891904	0.0618588908891904	0.029117208881678	0.029117208881678	0.116992996611765	0.0369840302340677	0	0.03266774114305	0.029117208881678	0.0618588908891904
