"Aphelandra_deppeana"	"Forsteronia_spicata"	"Arrabidaea_mollisima"	"Cydista_aequinoctialis"	"Tabebuia_ochracea"	"Cordia_alliodora"	"Cordia_panamensis"	"Boraginaceae_sp."	"Bromelia_pinguin"	"Bauhinia_ungulata"	"Cassia_hayesiana"	"Compositae_sp._1"	"Compositae_sp._2"	"Compositae_sp._3"	"Compositae_sp._4"	"Compositae_sp._5"	"Tetracera_volubilis"	"Dioscorea_convolvulacea"	"Croton_sp."	"Erythroxylum_havanense"	"Centrosema_pubescens"	"Desmodium_sp."	"Dioclea_megacarpa"	"Lonchocarpus_rugosus"	"Lonchocarpus_costaricensis"	"Machaerium_biovulatum"	"Fabaceae_sp."	"Lasiacis_sp."	"Olyra_latifolia"	"Rush_sp."	"Rheedia_edulis"	"Hemiangium_excelsum"	"Smilax_spinosa"	"Banisteriopsis_sp."	"Bunchoia_biocellata"	"Hiraea_reclinata"	"Malvaviscus_arboreus"	"Sida_sp."	"Palm_sp."	"Gouania_polygama"	"Alibertia_edulis"	"Cardiospermum_halicacabum"	"Russelia_sarmentosa"	"Helicteres_guazumaefolia"	"Helicteres_baruensis"	"Waltheria_glomerata"	"Luehea_sp."	"Cornutia_granifolia"	"Lantana_camara"	"Lippia_sp."	"Rhehdera_trinervis"	"Stachytrapheta_sp."	"Cissus_rhombifolia"	"Unidentified_host_plants"	"Agromyzidae_sp._1"	"Agromyzidae_sp._10"	"Agromyzidae_sp._2"	"Agromyzidae_sp._3"	"Agromyzidae_sp._4"	"Agromyzidae_sp._5"	"Agromyzidae_sp._6"	"Agromyzidae_sp._7"	"Agromyzidae_sp._8"	"Agromyzidae_sp._9"	"Attelabidae_sp._1"	"Baliosus_sp._1"	"Brachys_sp._1"	"Brachys_sp._2"	"Brachys_sp._3"	"Bucculatrix_sp._1"	"Bucculatrix_sp._2"	"Chalepus_amabilis"	"Chalepus_digressa"	"Chalepus_horni"	"Chalepus_sp._1"	"Coleoptera_sp._1"	"Cosmopterigidae_sp._1"	"Cosmopterigidae_sp._2"	"Cosmopterix_sp._1"	"Cosmopterix_sp._2"	"Diptera_sp._1"	"Diptera_sp._2"	"Diptera_sp._3"	"Diptera_sp._4"	"Diptera_sp._5"	"Diptera_sp._6"	"Diptera_sp._7"	"Diptera_sp._8"	"Diptera_sp._9"	"Elachista_sp._1"	"Epermeniidae_sp._1"	"Gracillariidae_sp._1"	"Gracillariidae_sp._2"	"Gracillariidae_sp._3"	"Gracillariidae_sp._4"	"Gracillariidae_sp._5"	"Gracillariidae_sp._6"	"Heterispa_vinula"	"Lepidoptera_sp._1"	"Lepidoptera_sp._10"	"Lepidoptera_sp._11"	"Lepidoptera_sp._12"	"Lepidoptera_sp._2"	"Lepidoptera_sp._3"	"Lepidoptera_sp._4"	"Lepidoptera_sp._5"	"Lepidoptera_sp._6"	"Lepidoptera_sp._7"	"Lepidoptera_sp._8"	"Lepidoptera_sp._9"	"Momphidae_sp._1"	"Octhispa_limbata"	"Octhispa_solarii"	"Opostegidae_sp._1"	"Oxychalepus_auticornis"	"Oxychalepus_postdatus"	"Pentispa_vittatipennis"	"Phyllocnistis_sp._1"	"Phyllonorycter_sp._1"	"Phyllonorycter_sp._2"	"Phyllonorycter_sp._3"	"Phyllonorycter_sp._4"	"Phyllonorycter_sp._5"	"Phyllonorycter_sp._6"	"Scyrthridae_sp._1"	"Scyrthridae_sp._2"	"Scyrthridae_sp._3"	"Stathmopodidae_sp._1"	"Sumitrosis_distincta"	"Sumitrosis_roseus"	"Sumitrosis_sp._1"	"Sumitrosis_sp."	"Tachygonus_sp._1"	"Tachygonus_sp._2"	"Tachygonus_sp._3"	"Tischeria_sp._1"	"Tischeria_sp._2"	"Unidentified_miner_sp._1"	"Unidentified_miner_sp._2"	"Unreared_miner_sp._3"	"Unreared_miner_sp._4"	"Unreared_miner_sp._5"	"Unreared_miner_sp._6"	"Uroplata_fusca"	"Uroplata_sp._1"	"Xenochalepus_omogenus"
"Cassia_hayesiana"	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Compositae_sp._1"	0	0	0	0	0	0	0	0	0	0	0	3.61579911109096	0	0.746190389804758	0.901168393841131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.270350518152339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.650843839996372	0	0	0	0	0	0	0.650843839996372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.921194358148711	0	0	0.270350518152339	0	0	0	0	0	0.650843839996372	0	0	0.986629515408513	0	0	0	0	0	0	0.335785675412141	0	0	0	0	0	0	0	0	0	0
"Compositae_sp._2"	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Compositae_sp._3"	0	0	0	0	0	0	0	0	0	0	0	1.86547597451189	0	2.93274790811583	0.464934012109119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139480203632736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.335785675412141	0	0	0	0	0	0	0.335785675412141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.475265879044877	0	0	0.139480203632736	0	0	0	0	0	0.335785675412141	0	0	1.65552223406427	0	0	0	0	0	0	1.31973655865212	0	0	0	0	0	0	0	0	0	0
"Compositae_sp._4"	0	0	0	0	0	0	0	0	0	0	0	1.50194732306855	0	0.309956008072746	3.45125456359555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03537636907866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.270350518152339	0	0	0	0	0	0	0.270350518152339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.305726887231	0	0	1.03537636907866	0	0	0	0	0	0.270350518152339	0	0	0.409830721785075	0	0	0	0	0	0	0.139480203632736	0	0	0	0	0	0	0	0	0	0
"Compositae_sp._5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tetracera_volubilis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dioscorea_convolvulacea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Croton_sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Erythroxylum_havanense"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0
"Centrosema_pubescens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97954112793648	0.654413815761783	0.280552186707167	0	0	0	0.471516280180112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.877134484151298	0	0	0.212182326081051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.536317403028568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55862325948426	0	0	0	0	0	0.536317403028567	0	0	0	0	0	0	0	0	0.83080362012137	0	0.263140345245389	0	0	0	0	0	0	0	0	0	0	0	0	0	0.799457748273956
"Desmodium_sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63603453940446	1.8631948165907	0.353379068539323	0	0	0	0.593914400906425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.816635069295939	0	0	0.267261480407891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294486217092803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96321704744068	0	0	0	0	0	0.294486217092802	0	0	0	0	0	0	0	0	1.13292388455862	0	0.244990520788782	0	0	0	0	0	0	0	0	0	0	0	0	0	0.539476737881584
"Dioclea_megacarpa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40276093353583	0.706758137078645	1.45001597870382	0	0	0	0.756329375972802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.947293469445747	0	0	0.340348219187761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25249696803645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.50008877057676	0	0	0	0	0	0.25249696803645	0	0	0	0	0	0	0	0	0.57053812972184	0	0.284188040833724	0	0	0	0	0	0	0	0	0	0	0	0	0	0.536685008870174
"Lonchocarpus_rugosus"	0	0	0	0	0	1.07928047968021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.18387741505663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.941372418387742	0	0	0	0	0	1.42704863424384	0	0	0	0	0	0	0	0	0	0	0.485676215856096	0	0	0	0	0	0	0	0	0	0	0.941372418387742	0	0	0	0	0	0	0	0.941372418387742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lonchocarpus_costaricensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Machaerium_biovulatum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Fabaceae_sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17879070045028	0.593914400906425	0.378164687986401	0	0	0	2.31624317308639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.796044932307351	0	0	1.04230942788887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212182326081051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10091493325778	0	0	0	0	0	0.212182326081051	0	0	0	0	0	0	0	0	0.479443806488941	0	0.238813479692205	0	0	0	0	0	0	0	0	0	0	0	0	0	0.450995805773256
"Lasiacis_sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.473684210526316	0	0	0	0	0	0	0	0	0	0	0.473684210526316	0.473684210526316	0.473684210526316	0.473684210526316	0	0	0.473684210526316	0.473684210526316	0	0	0	0	0	0	0	0.473684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.473684210526316	0.473684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Olyra_latifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57894736842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57894736842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57894736842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
