"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"R24"	"R25"	"R26"	"R27"	"R28"	"R29"	"R30"	"R31"	"R32"	"R33"	"R34"	"R35"	"R36"	"R37"	"R38"	"R39"	"R40"	"R41"	"R42"	"R43"	"R44"	"R45"	"R46"	"R47"	"R48"	"R49"	"R50"	"R51"	"R52"	"R53"	"R54"	"R55"	"R56"	"R57"	"R58"	"R59"	"R60"	"R61"	"R62"	"R63"	"R64"	"R65"	"R66"	"R67"	"R68"	"R69"	"R70"	"R71"	"R72"	"R73"	"R74"	"R75"	"R76"	"R77"	"R78"	"R79"	"R80"	"R81"	"R82"	"R83"	"R84"	"R85"	"R86"	"R87"	"R88"	"C1"	"C2"	"C3"	"C4"
"R66"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.025	0.025	0.025
"R67"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333333333333333	0.0333333333333333	0.0333333333333333
"R68"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.025	0.025	0.025
"R69"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.025	0.025	0.025
"R70"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.025	0.025	0.025
"R71"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.025	0.025	0.025
"R72"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.025	0.025	0.025
"R73"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.025	0.025	0.025
"R74"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.025	0.025	0.025
"R75"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.025	0.025	0.025
"R76"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.025	0.025	0.025
"R77"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0
"R78"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333333333333333	0.0333333333333333	0.0333333333333333
"R79"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.025	0.025	0.025
"R80"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.025	0.025	0.025
"R81"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.05	0
"R82"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.025	0.025	0.025
"R83"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.025	0.025	0.025
"R84"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.025	0.025	0.025
"R85"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.025	0.025	0.025
"R86"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.025	0.025	0.025
"R87"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.025	0.025	0.025
"R88"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.025	0.025	0.025
"C1"	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0	0.00138888888888889	0	0.00138888888888889	0	0.00138888888888889	0.00138888888888889	0.00138888888888889	0	0.00138888888888889	0.00138888888888889	0.00138888888888889	0	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0	0	0.00138888888888889	0.00138888888888889	0	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0	0.00138888888888889	0.00138888888888889	0	0	0.00138888888888889	0	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0	0	0.00138888888888889	0.00138888888888889	0	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0.00138888888888889	0	0	0	0
"C2"	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0.00113636363636364	0	0	0	0
"C3"	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0.00120481927710843	0	0	0	0
"C4"	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0	0.00126582278481013	0.00126582278481013	0.00126582278481013	0	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0	0.00126582278481013	0.00126582278481013	0.00126582278481013	0	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0.00126582278481013	0	0	0	0
