"Canthium_bibracteatum"	"Nephrosperma_vanhoutteanum"	"Dillenia_ferruginea"	"Roscheria_melanochaetes"	"Soulamea_terminaloides"	"Excoecaria_benthiamiana"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Neophyllomyza_approximatonervis"	"Unidentified_sp7_M_PL_098"	"Ornidia_obesa"	"Rhiparida_seychellensis"	"Unidentified_sp1_M_PL_098"	"Forcipomyia_sp1_M_PL_098"	"Melanostoma_annulipes"	"Lygistorrhina_sp1_M_PL_098"	"Phelsuma_sp1_M_PL_098"	"Unidentified_sp2_M_PL_098"	"Unidentified_sp3_M_PL_098"	"Unidentified_sp6_M_PL_098"	"Hemipyrellia_sp1_M_PL_098"	"Unidentified_sp4_M_PL_098"	"Unidentified_sp5_M_PL_098"
"Canthium_bibracteatum"	1.00543478097993	0.00142220641277086	0.00141570036046918	0.0005110186424624	0.000406648784261205	0.000910654921116127	0.0201922208728072	0.0201675436936862	0.0202023870924137	2.34555650758847e-05	3.60331489534531e-05	0.0201086956195986	5.31700891713652e-05	1.77775801596358e-05	5.67798491624889e-06	1.77775801596358e-05	1.01662196065301e-05	1.77775801596358e-05	1.5844204522779e-05	5.67798491624889e-06	1.5844204522779e-05	0.0201086956195986	5.67798491624889e-06	5.67798491624889e-06
"Nephrosperma_vanhoutteanum"	0.000888879007981789	1.00591733430655	0.0015159167217937	0.000952644900538471	0.000255436772383945	0.000570798391760369	0.0126486687900951	0.0126402271203757	0.0126550547094047	0.0125845516221712	2.96115563979953e-05	1.77775801596358e-05	0.0126118645968767	0.0125739666788319	1.05849433393163e-05	0.0125739666788319	6.38591930959861e-06	0.0125739666788319	1.6970862648915e-05	1.05849433393163e-05	1.69708626489149e-05	1.77775801596358e-05	1.05849433393163e-05	1.05849433393163e-05
"Dillenia_ferruginea"	0.00176962545058647	0.0030318334435874	1.00301821461295	0.000638206774459435	0.000507231071209693	0.00113589874821455	0.0251866090839876	0.0251558369787633	0.0251992898607678	4.49891044277251e-05	4.49544779900341e-05	3.53925090117294e-05	0.0251133532833687	3.78979180448425e-05	7.09118638288262e-06	3.78979180448425e-05	1.26807767802423e-05	3.78979180448425e-05	1.97719631631249e-05	7.09118638288262e-06	1.97719631631249e-05	3.53925090117295e-05	7.09118638288262e-06	7.09118638288262e-06
"Roscheria_melanochaetes"	0.000283899245812445	0.000846795467145307	0.000283647455315304	1.00699790699024	0.00112592143986962	0.000562839502631574	4.21154313928336e-05	0.0112122197478633	7.02634673895742e-05	0.0111994505765642	0.0112076269499792	5.67798491624889e-06	1.7676129722199e-05	1.05849433393164e-05	0.0111888656332249	1.05849433393163e-05	2.81480359967406e-05	1.05849433393163e-05	0.0112170136692216	0.0111888656332248	0.0112170136692216	5.67798491624889e-06	0.0111888656332248	0.0111888656332248
"Soulamea_terminaloides"	0.000508310980326506	0.000510873544767889	0.000507231071209692	0.00253332323970665	1.00553417549096	0.000507095774036103	4.61361081642411e-05	5.73809516931116e-05	0.0251844904954383	3.45339553063392e-05	4.50512284646107e-05	1.01662196065301e-05	1.90666960898409e-05	6.38591930959861e-06	2.81480359967406e-05	6.38591930959861e-06	0.0251383543872741	6.38591930959861e-06	0.0251665024232708	2.81480359967406e-05	0.0251665024232708	1.01662196065301e-05	2.81480359967406e-05	2.81480359967406e-05
"Excoecaria_benthiamiana"	0.00151775820186021	0.00152212904469432	0.00151453166428606	0.00168851850789472	0.000676127698714804	1.00318194498356	0.0335266432348217	0.00010600638545742	0.0335435464272896	3.77879298130648e-05	0.033458159482873	3.03551640372042e-05	5.68899046658305e-05	1.9026613058679e-05	1.87613167543858e-05	1.9026613058679e-05	1.69031924678701e-05	1.9026613058679e-05	3.56645092222559e-05	1.87613167543858e-05	3.56645092222559e-05	3.03551640372042e-05	1.87613167543858e-05	1.87613167543858e-05
"Apis_mellifera"	0.025240276091009	0.0252973375801901	0.0251866090839875	9.47597206338757e-05	4.61361081642412e-05	0.0251449824261163	1.00228885354954	0.00145174035445706	0.00229000695224689	0.000317269605537197	0.000839218966655363	0.00050480552182018	0.000945881946852065	0.000316216719752377	1.05288578482084e-06	0.000316216719752376	1.15340270410603e-06	0.000316216719752377	2.20628848892687e-06	1.05288578482084e-06	2.20628848892687e-06	0.000504805521820179	1.05288578482084e-06	1.05288578482084e-06
"Lasioglossum_mahense"	0.0252094296171078	0.0252804542407514	0.0251558369787633	0.0252274944326924	5.73809516931117e-05	7.95047890930654e-05	0.00145174035445707	1.00172939568852	0.00145317487824939	0.000596311171705975	0.000282955653333018	0.000504188592342156	0.000944901602478474	0.000316005678009393	0.000280305493696582	0.000316005678009392	1.43452379232779e-06	0.000316005678009392	0.00028174001748891	0.000280305493696582	0.00028174001748891	0.000504188592342156	0.000280305493696582	0.000280305493696582
"Hemipyrellia_germana"	0.0202023870924137	0.0202480875350474	0.0201594318886142	0.000126474241301234	0.0201475923963507	0.0201261278563737	0.00183200556179751	0.00116253990259951	1.00233569537171	0.000254506363535885	0.000672276197893583	0.000404047741848274	0.000757086891403449	0.000253101094188093	1.40526934779148e-06	0.000253101094188093	0.000503689809908766	0.000253101094188093	0.000505095079256558	1.40526934779148e-06	0.000505095079256558	0.000404047741848274	1.40526934779148e-06	1.40526934779148e-06
"Neophyllomyza_approximatonervis"	5.86389126897116e-05	0.0503382064886849	8.99782088554502e-05	0.0503975275945387	6.90679106126784e-05	5.66818947195972e-05	0.000634539211074395	0.00119262234341195	0.000636265908839711	1.00118920010994	0.000561861925318861	1.17277825379423e-06	0.000631477036329947	0.000629227581108561	0.000559972528828208	0.00062922758110856	1.72669776531696e-06	0.000629227581108561	0.000561699226593525	0.000559972528828208	0.000561699226593525	1.17277825379423e-06	0.000559972528828208	0.000559972528828208
"Unidentified_sp7_M_PL_098"	9.00828723836327e-05	0.000118446225591981	8.99089559800683e-05	0.0504343212749065	9.01024569292214e-05	0.0501872392243096	0.00167843793331073	0.000565911306666035	0.00168069049473396	0.000561861925318861	1.00223328932164	1.80165744767266e-06	3.72830171940147e-06	1.48057781989977e-06	0.000560381347498962	1.48057781989977e-06	2.25256142323054e-06	1.48057781989977e-06	0.000562633908922192	0.000560381347498961	0.000562633908922192	1.80165744767266e-06	0.000560381347498961	0.000560381347498961
"Ornidia_obesa"	0.100543478097993	0.000142220641277086	0.000141570036046918	5.110186424624e-05	4.06648784261205e-05	9.10654921116127e-05	0.00201922208728072	0.00201675436936862	0.00202023870924137	2.34555650758847e-06	3.60331489534531e-06	1.00201086956196	5.31700891713652e-06	1.77775801596358e-06	5.67798491624889e-07	1.77775801596358e-06	1.01662196065301e-06	1.77775801596358e-06	1.5844204522779e-06	5.67798491624889e-07	1.5844204522779e-06	0.00201086956195986	5.67798491624889e-07	5.67798491624889e-07
"Rhiparida_seychellensis"	0.000132925222928413	0.050447458387507	0.0502267065667373	7.95425837498953e-05	3.81333921796818e-05	8.53348569987458e-05	0.00189176389370413	0.00188980320495695	0.00189271722850862	0.000631477036329947	3.72830171940147e-06	2.65850445856826e-06	1.00188626089401	0.000630593229843837	8.83806486109948e-07	0.000630593229843837	9.53334804492046e-07	0.000630593229843837	1.83714129060199e-06	8.83806486109948e-07	1.83714129060199e-06	2.65850445856826e-06	8.83806486109948e-07	8.83806486109948e-07
"Unidentified_sp1_M_PL_098"	8.88879007981789e-05	0.100591733430655	0.00015159167217937	9.52644900538471e-05	2.55436772383944e-05	5.70798391760369e-05	0.00126486687900951	0.00126402271203757	0.00126550547094046	0.00125845516221712	2.96115563979953e-06	1.77775801596358e-06	0.00126118645968767	1.00125739666788	1.05849433393163e-06	0.00125739666788319	6.38591930959861e-07	0.00125739666788319	1.6970862648915e-06	1.05849433393163e-06	1.6970862648915e-06	1.77775801596358e-06	1.05849433393163e-06	1.05849433393163e-06
"Forcipomyia_sp1_M_PL_098"	2.83899245812444e-05	8.46795467145307e-05	2.83647455315304e-05	0.100699790699024	0.000112592143986962	5.62839502631574e-05	4.21154313928336e-06	0.00112122197478633	7.02634673895742e-06	0.00111994505765642	0.00112076269499792	5.67798491624889e-07	1.7676129722199e-06	1.05849433393163e-06	1.00111888656332	1.05849433393163e-06	2.81480359967406e-06	1.05849433393163e-06	0.00112170136692216	0.00111888656332248	0.00112170136692216	5.67798491624889e-07	0.00111888656332248	0.00111888656332248
"Melanostoma_annulipes"	8.88879007981789e-05	0.100591733430655	0.00015159167217937	9.52644900538471e-05	2.55436772383944e-05	5.70798391760369e-05	0.00126486687900951	0.00126402271203757	0.00126550547094046	0.00125845516221712	2.96115563979953e-06	1.77775801596358e-06	0.00126118645968767	0.00125739666788319	1.05849433393163e-06	1.00125739666788	6.38591930959861e-07	0.00125739666788319	1.6970862648915e-06	1.05849433393163e-06	1.6970862648915e-06	1.77775801596358e-06	1.05849433393163e-06	1.05849433393163e-06
"Lygistorrhina_sp1_M_PL_098"	5.08310980326506e-05	5.10873544767889e-05	5.07231071209692e-05	0.000253332323970666	0.100553417549096	5.07095774036103e-05	4.61361081642411e-06	5.73809516931117e-06	0.00251844904954383	3.45339553063392e-06	4.50512284646107e-06	1.01662196065301e-06	1.90666960898409e-06	6.38591930959861e-07	2.81480359967406e-06	6.38591930959861e-07	1.00251383543873	6.38591930959861e-07	0.00251665024232708	2.81480359967406e-06	0.00251665024232708	1.01662196065301e-06	2.81480359967406e-06	2.81480359967406e-06
"Phelsuma_sp1_M_PL_098"	8.88879007981789e-05	0.100591733430655	0.00015159167217937	9.52644900538471e-05	2.55436772383944e-05	5.70798391760369e-05	0.00126486687900951	0.00126402271203757	0.00126550547094047	0.00125845516221712	2.96115563979953e-06	1.77775801596358e-06	0.00126118645968767	0.00125739666788319	1.05849433393163e-06	0.00125739666788319	6.38591930959861e-07	1.00125739666788	1.6970862648915e-06	1.05849433393163e-06	1.6970862648915e-06	1.77775801596358e-06	1.05849433393163e-06	1.05849433393163e-06
"Unidentified_sp2_M_PL_098"	3.96105113069475e-05	6.78834505956598e-05	3.95439263262499e-05	0.0504765615114971	0.0503330048465416	5.34967638333838e-05	4.41257697785374e-06	0.00056348003497782	0.00126273769814139	0.000561699226593525	0.000562633908922192	7.92210226138951e-07	1.83714129060199e-06	8.48543132445747e-07	0.000560850683461079	8.48543132445748e-07	0.00125832512116354	8.48543132445748e-07	1.00181917580462	0.000560850683461079	0.00181917580462462	7.92210226138951e-07	0.000560850683461079	0.000560850683461079
"Unidentified_sp3_M_PL_098"	2.83899245812444e-05	8.46795467145308e-05	2.83647455315304e-05	0.100699790699024	0.000112592143986962	5.62839502631574e-05	4.21154313928336e-06	0.00112122197478633	7.02634673895742e-06	0.00111994505765642	0.00112076269499792	5.67798491624889e-07	1.7676129722199e-06	1.05849433393163e-06	0.00111888656332248	1.05849433393163e-06	2.81480359967406e-06	1.05849433393163e-06	0.00112170136692216	1.00111888656332	0.00112170136692216	5.67798491624889e-07	0.00111888656332248	0.00111888656332248
"Unidentified_sp6_M_PL_098"	3.96105113069475e-05	6.78834505956598e-05	3.95439263262498e-05	0.0504765615114971	0.0503330048465416	5.34967638333838e-05	4.41257697785374e-06	0.00056348003497782	0.00126273769814139	0.000561699226593525	0.000562633908922192	7.92210226138951e-07	1.83714129060199e-06	8.48543132445747e-07	0.000560850683461079	8.48543132445747e-07	0.00125832512116354	8.48543132445747e-07	0.00181917580462462	0.000560850683461079	1.00181917580462	7.92210226138951e-07	0.000560850683461079	0.000560850683461079
"Hemipyrellia_sp1_M_PL_098"	0.100543478097993	0.000142220641277086	0.000141570036046918	5.110186424624e-05	4.06648784261205e-05	9.10654921116127e-05	0.00201922208728072	0.00201675436936862	0.00202023870924137	2.34555650758847e-06	3.60331489534531e-06	0.00201086956195986	5.31700891713652e-06	1.77775801596358e-06	5.67798491624889e-07	1.77775801596358e-06	1.01662196065301e-06	1.77775801596358e-06	1.5844204522779e-06	5.67798491624889e-07	1.5844204522779e-06	1.00201086956196	5.67798491624889e-07	5.67798491624889e-07
"Unidentified_sp4_M_PL_098"	2.83899245812444e-05	8.46795467145308e-05	2.83647455315304e-05	0.100699790699024	0.000112592143986962	5.62839502631574e-05	4.21154313928336e-06	0.00112122197478633	7.02634673895742e-06	0.00111994505765642	0.00112076269499792	5.67798491624889e-07	1.7676129722199e-06	1.05849433393163e-06	0.00111888656332248	1.05849433393163e-06	2.81480359967406e-06	1.05849433393163e-06	0.00112170136692216	0.00111888656332248	0.00112170136692216	5.67798491624889e-07	1.00111888656332	0.00111888656332248
"Unidentified_sp5_M_PL_098"	2.83899245812444e-05	8.46795467145308e-05	2.83647455315304e-05	0.100699790699024	0.000112592143986962	5.62839502631574e-05	4.21154313928336e-06	0.00112122197478633	7.02634673895742e-06	0.00111994505765642	0.00112076269499792	5.67798491624889e-07	1.7676129722199e-06	1.05849433393163e-06	0.00111888656332248	1.05849433393163e-06	2.81480359967406e-06	1.05849433393163e-06	0.00112170136692216	0.00111888656332248	0.00112170136692216	5.67798491624889e-07	0.00111888656332248	1.00111888656332
