"Nephrosperma_vanhoutteanum"	"Canthium_bibracteatum"	"Erythroxylum_sechellarum"	"Paragenipa_wrightii"	"Premna_serratifolia"	"Ochna_kirkii"	"Lasioglossum_mahense"	"Apis_mellifera"	"Rhiparida_seychellensis"	"Megachile_seychellensis"	"Rhynchium_brunneum"	"Neophyllomyza_approximatonervis"	"Unidentified_sp1_M_PL_115"	"Unidentified_sp2_M_PL_115"	"Ceratina_tabescens"	"Hemipyrellia_sp1_M_PL_115"	"Lygistorrhina_sp1_M_PL_115"	"Tricimba_seychellensis"	"Unidentified_sp4_M_PL_115"	"Xylocopa_caffra"	"Hemipyrellia_germana"	"Ornidia_obesa"	"Phelsuma_sp1_M_PL_115"	"Unidentified_sp3_M_PL_115"
"Nephrosperma_vanhoutteanum"	1.00778593847221	0.000509802660076704	0.00106933896615031	0.000509394702269288	0.000226535300300928	0	0.0112519239521113	0.0112443727754346	0.0111976215385801	1.48340718206505e-05	7.55117667669759e-06	0.0111976215385802	3.946834171049e-05	0.0111976215385801	7.28289514395292e-06	7.28289514395291e-06	0.0112243550127339	0.0111976215385801	0.0111976215385801	0	7.28289514395291e-06	7.28289514395292e-06	0.0111976215385801	1.27348675567322e-05
"Canthium_bibracteatum"	0.000655460562955763	1.00712598153483	0.000652723199983689	0.00065317609145515	0.00101366871178354	0	0.0144612333564155	0.0144274443993561	7.28289514395291e-06	0.0144213029789856	3.37889570594512e-05	7.28289514395292e-06	3.2647482285971e-05	7.28289514395291e-06	0.0143875140219262	0.0143875140219262	2.36009751435451e-05	7.28289514395291e-06	7.28289514395291e-06	0	0.0143875140219262	0.0143875140219262	7.28289514395291e-06	1.63294022863787e-05
"Erythroxylum_sechellarum"	0.0024060126738382	0.00114226559997146	1.00364752903441	0.00239762701695182	0.000507575775838479	0	0.0252110996479654	0.0251941804554374	2.67334741537577e-05	3.32372725275416e-05	1.69191925279493e-05	2.67334741537578e-05	0.0251511289012841	2.67334741537577e-05	1.63180799995922e-05	1.63180799995922e-05	0.025117921700014	2.67334741537577e-05	2.67334741537577e-05	0	1.63180799995922e-05	1.63180799995922e-05	2.67334741537577e-05	5.99406754237956e-05
"Paragenipa_wrightii"	0.0011461380801059	0.00114305816004651	0.00239762701695182	1.00490625888702	0.000507927956885519	0	0.0252285923493386	0.0252116614174424	1.27348675567322e-05	3.32603341825627e-05	1.69309318961839e-05	1.27348675567322e-05	0.0251825971475993	1.27348675567322e-05	1.63294022863787e-05	1.63294022863787e-05	7.26755429805278e-05	1.27348675567322e-05	1.27348675567322e-05	0	1.63294022863787e-05	1.63294022863788e-05	1.27348675567322e-05	0.0251226564721755
"Premna_serratifolia"	0.000679605900902784	0.00236522699416159	0.000676767701117972	0.000677237275847358	1.00570217222898	0	0.0335985959991263	7.51902581602821e-05	7.5511766766976e-06	0.0335571946980255	0.033523405740966	7.5511766766976e-06	3.38501244241333e-05	7.5511766766976e-06	3.37889570594512e-05	3.37889570594512e-05	2.44703692046469e-05	7.5511766766976e-06	7.5511766766976e-06	0	3.37889570594512e-05	3.37889570594513e-05	7.5511766766976e-06	1.69309318961839e-05
"Ochna_kirkii"	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0
"Lasioglossum_mahense"	0.0202534631138003	0.0202457266989818	0.0201688797183723	0.0201828738794709	0.0201591575994758	0	1.0021950289061	0.00152305698611662	0.000225038479042226	0.000961196587110838	0.000671971919982525	0.000225038479042226	0.00100879383994608	0.000225038479042226	0.000289224667128311	0.000289224667128311	0.000729260472001533	0.000225038479042226	0.000225038479042226	0	0.000289224667128311	0.000289224667128311	0.000225038479042226	0.000504571846986772
"Apis_mellifera"	0.0252998387447278	0.0252480276988731	0.0251941804554374	0.0252116614174424	5.63926936202116e-05	0	0.00190382123264577	1.00190194147619	0.000281109319385864	0.00036256586643791	1.87975645400705e-06	0.000281109319385865	0.001260146046822	0.000281109319385865	0.000360686109983902	0.000360686109983902	0.0009109638307718	0.000281109319385865	0.000281109319385865	0	0.000360686109983902	0.000360686109983903	0.000281109319385865	0.00063029153543606
"Rhiparida_seychellensis"	0.100778593847221	5.09802660076704e-05	0.000106933896615031	5.09394702269288e-05	2.26535300300928e-05	0	0.00112519239521113	0.00112443727754346	1.00111976215386	1.48340718206505e-06	7.55117667669759e-07	0.00111976215385801	3.946834171049e-06	0.00111976215385801	7.28289514395291e-07	7.28289514395291e-07	0.00112243550127339	0.00111976215385801	0.00111976215385801	0	7.28289514395291e-07	7.28289514395292e-07	0.00111976215385801	1.27348675567322e-06
"Megachile_seychellensis"	6.67533231929273e-05	0.0504745604264497	6.6474545055083e-05	6.65206683651254e-05	0.0503357920470382	0	0.00240299146777709	0.000725131732875819	7.41703591032526e-07	1.00239892488385	0.00167785973490127	7.41703591032526e-07	3.32488033550521e-06	7.41703591032526e-07	0.000721065148949281	0.000721065148949281	2.4035672174096e-06	7.41703591032526e-07	7.41703591032526e-07	0	0.000721065148949281	0.000721065148949281	7.41703591032525e-07	1.66301670912813e-06
