"Pimelodus_albicans"	"Pseudoplatystoma_corruscans"	"Gymnotus_carapo"	"Colossoma_mitrei"	"Pterodoras_granulosus"	"Salminus_brasiliensis"	"Serrasalmus_spilopleura"	"Luciopimelodus_pati"	"Pseudoplatystoma_fasciatum"	"Aequidens_portalegrensis"	"Hoplias_malabaricus"	"Leporinus_obtusidens"	"Potamotrygon_motoro"	"Ageneiosus_inermis"	"Auchenipterus_nigripinnis"	"Paulicea_luetkeni"	"Pimelodus_clarias"	"Prochilodus_lineatus"	"Ageneiosus_brevifilis"	"Ageneiosus_militaris"	"Auchenipterus_nuchalis"	"Jenynsia_lineata"	"Sorubim_lima"	"Triportheus_paranensis"	"Zungaro_zungaro"	"Acestrorhynchus_pantaneiro"	"Apareiodon_affinis"	"Astyanax_bimaculatus"	"Brycon_orbygnianus"	"Cheirodon_piaba"	"Ephyppicharax_orbicularis_paraguayensis"	"Holoshestes_pequira"	"Hoplosternum_littorale"	"Hyphessobrycon_callistus"	"Lepidosiren_paradoxa"	"Leporinus_maculatus"	"Leporinus_sp."	"Metynnis_maculatus"	"Oligosarcus_jenynsii"	"Oxydoras_kneri"	"Pimelodella_gracilis"	"Pimelodella_howesi"	"Pimelodus_argenteus"	"Pimelodus_clarias_maculatus"	"Pimelodus_maculatus"	"Pimelodus_ornatus"	"Potamotrygon_falkneri"	"Potamotrygon_s_Province"	"Pseudopimelodus_zungaro"	"Salminus_maxillosus"	"Serrasalmus_marginatus"	"Serrasalmus_nattereri"	"Serrasalmus_sp."	"Thoracocharax_stellatus"	"Genarchella_genarchella"	"Genarchella_parva"	"Procamallanus_(Spirocamallanus)_inopinatus"	"Cucullanus_pinnai"	"Therodamas_fluviatilis"	"Dolops_longicauda"	"Crepidostomum_macrorchis"	"Genarchella_szidati"	"Argulus_nattereri"	"Argulus_salminei"	"Henneguya_sp."	"Ageneiella_brevifilis"	"Gibsoniela_meursaulti"	"Monticellia_magna"	"Dadaytrema_oxycephala"	"Travassosinia_dilatata"	"Rondonia_rondoni"	"Spectatus_spectatus"	"Lernaea_argentinensis"	"Myxobolus_paranensis"	"Amphocleithrum_paraguayensis"	"Demidospermus_armostus"	"Demidospermus_bidiverticulatum"	"Demidospermus_idolus"	"Demidospermus_majusculus"	"Demidospermus_sp"	"Unibarra_paranoplatensis"	"Vancleaveus_janauacaensis"	"Scleroductus_yuncensi"	"Monogenea_n.n."	"Jauella_glandicephala"	"Luciaella_ivanovae"	"Monticellia_belavistensis"	"Monticellia_ventrei"	"Spatulifer_maringaensis"	"Spatulifer_rugosa"	"Travassiella_avitellina"	"Peltidocotyle_rugosa"	"Rudolphiella_szidati"	"Nomimoscolex_chubbi"	"Nomimoscolex_dechambrieri"	"Nomimoscolex_guillermoi"	"Nomimoscolex_lopesi"	"Acanthobothrium_ramiroi"	"Rhinebothrium_paranaensis"	"Rhinebothroides_campbelli"	"Rhinebothroides_mclennanae"	"Paroncomegas_araya"	"Creptotrema_creptotrema"	"Creptotrematina_dispar"	"Creptotrematina_dissimilis"	"Curumai_curumai"	"Prosorhynchoides_cambapuntaensis"	"Rhipidocotyle_santanaensis"	"Diplostomulum_gymnoti"	"Neodiplostomulum_gymnoti"	"Sphinclerodiplostomum_musculosum"	"Kalipharynx_piramboae"	"Chalcinotrema_salobrensis"	"Saccocoelioides_elongatus"	"Saccocoelioides_szidati"	"Herpetodiplostomulum_gymnoti"	"Cystodiplostomulum_gymnoti"	"Tetracotyloides_gymnoti"	"Tylodelphylus_jenynsiae"	"Tylodelphylus_sp."	"Digenea_n.n."	"Eustrongylides_sp."	"Contracaecum_sp."	"Goezia_spinulosa"	"Klossinemella_iheringi"	"Cucullanus_paulicea"	"Procamallanus_(Spirocamallanus)_rarus"	"Spinitectus_asperus"	"Paracavisoma_impudica"	"Echinorhynchus_jucundus"	"Gracilisentis_variabilis"	"Mizobdella_platensis"	"Mollusca_n.n."	"Taurocherus_tarangophilus"	"Ergasilidae_n.n."	"Argulus_paranensis"	"Argulus_pestifer"	"Argulus_cf._violaceus"	"Dipteropeltis_hirundo"	"Dolops_cf._bidentata"	"Dolops_cf._Carvalhoi"	"Dolops_striata"	"Braga_fluviatilis"	"Isonebula_maculatus"	"Paracymothoa_oliverosae"	"Paracymothoa_parva"	"Isopoda_n.n."
"Pimelodus_albicans"	1.00680864192498	0.000658017470359922	0	0	0	0.00035331242733521	1.64821736202902e-07	0.000376151165344569	0.000352739328312862	0	0	7.09355273449182e-05	0	0	0.00016480716842147	7.08900410030836e-05	0.00037473391914829	0	7.08760026897225e-05	0	9.43897276917408e-05	1.69657828252202e-07	7.07712972158087e-05	1.69657828252202e-07	0	0	0	0	1.6340897846402e-07	0	1.6340897846402e-07	0	0	0	0	1.6340897846402e-07	0	0	7.04174407297296e-05	0	9.39311657317478e-05	9.39311657317478e-05	0	0	0	9.39311657317478e-05	0	4.38758994970341e-07	0.000280773221954249	0	1.6340897846402e-07	1.6340897846402e-07	0	0	0.00845009288756755	0.00845380491585731	1.47068080617618e-05	0.00841541250747249	0	1.75503597988136e-05	1.37568587997889e-05	5.06428617332822e-06	0.00840253117955034	0.00842319665862745	0	0	0	0	0	0	0	0	1.24591635088136e-05	0	6.58017470359923e-06	0.00839007201604152	0.00839007201604153	0.00839007201604153	0.00839007201604153	0.00839007201604153	0	0	0.00839007201604153	0	0	0	0	6.26918608907615e-06	3.53856486079043e-06	5.87898880521435e-06	2.36300136676945e-06	0	6.26918608907614e-06	0	0	0	5.87898880521436e-06	0	0	0	0	0	1.77338818362296e-06	8.48289141261009e-09	0	0	5.04732039050301e-06	0	0	0	0	0	0	0	1.77338818362296e-06	0	0	0	8.48289141261009e-09	0	0	2.35459623147003e-09	2.35459623147003e-09	6.58017470359922e-06	0	2.36300136676945e-06	0.00839007201604153	0	0	0	0	0	0	0	0	5.04732039050301e-06	6.58017470359922e-06	2.35459623147003e-09	5.04732039050301e-06	2.35459623147003e-09	2.35459623147003e-09	0	2.35459623147003e-09	0	0	0	0
"Pseudoplatystoma_corruscans"	0.000789620964431907	1.00466679173958	0	0	0	0.00033885146679989	0.000113403549002506	0.000563177897832823	0.0011798686433082	0	0	0.000197865869569415	0	0	0.000197478669871475	8.50117667507557e-05	0.000448869119590897	0	8.49944892792382e-05	0	0.000113033648232392	1.62713789579779e-07	8.48693684814914e-05	1.62713789579779e-07	0	0	0	0	0.000112431518582484	0	0.000112431518582484	0	0	0	0	0.000112431518582484	0	0	8.44450216390839e-05	0	0.000112484180592237	0.000112484180592237	0	0	0	0.000112484180592237	0	0.000252410354135947	3.81970232227346e-07	0	0.000112431518582484	0.000112431518582484	0	0	0.0101334025966901	0.0101235762533014	0.0101188366724236	0.010077596694383	0	0.0100964141654379	1.64840292046307e-05	4.85700661895641e-06	0.0100729125694879	1.14591069668204e-05	0	0	0	0	0	0	0	0	0.0100663323947843	0	0.0100466679173958	6.58017470359922e-06	6.58017470359922e-06	6.58017470359923e-06	6.58017470359923e-06	6.58017470359923e-06	0	0	6.58017470359922e-06	0	0	0	0	9.38629829721373e-06	4.24346842407457e-06	1.96644773884701e-05	2.83372555835852e-06	0	9.38629829721371e-06	0	0	0	1.96644773884701e-05	0	0	0	0	0	4.94664673923538e-06	8.13568947898896e-09	0	0	4.84073523999843e-06	0	0	0	0	0	0	0	4.94664673923538e-06	0	0	0	8.13568947898896e-09	0	0	1.62005070003579e-06	1.62005070003579e-06	0.0100466679173958	0	2.83372555835852e-06	6.58017470359922e-06	0	0	0	0	0	0	0	0	4.84073523999843e-06	0.0100466679173958	1.62005070003579e-06	4.84073523999843e-06	1.62005070003579e-06	1.62005070003579e-06	0	1.62005070003579e-06	0	0	0	0
"Gymnotus_carapo"	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0126262626262626	0.0126262626262626	0.0126262626262626	0	0	0	0	0	0	0	0	0	0	0	0	0.0126262626262626	0.0126262626262626	0	0	0	0	0	0.0126262626262626	0.0126262626262626	0.0126262626262626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Colossoma_mitrei"	0	0	0	1.00720258539484	0.0028984247061722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0144300144300144	0.0144300144300144	0.0144300144300144	0.0144300144300144	0	0	0	0	0	0	0	0	0	4.14060672310314e-05	0	0	0	0	4.14060672310314e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143886083627834	0	0	0	0	0	0	0.0143886083627834	0	0	0	0	0	0	0	0	0	0	0	4.14060672310314e-05	0	0	0	0	0.0143886083627834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pterodoras_granulosus"	0	0	0	0.0028984247061722	1.00720258539484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0144300144300144	0.0144300144300144	0.0144300144300144	0.0144300144300144	0	0	0	0	0	0	0	0	0	0.0143886083627834	0	0	0	0	0.0143886083627834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.14060672310314e-05	0	0	0	0	0	0	4.14060672310314e-05	0	0	0	0	0	0	0	0	0	0	0	0.0143886083627834	0	0	0	0	4.14060672310314e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Salminus_brasiliensis"	0.000605678446860361	0.000484073523999843	0	0	0	1.00575225279776	1.11441736242087e-07	0.000121361912951385	0.000483501124419299	0	0	0.000120940713909177	0	0	0.000120784484705239	0.000121032406528461	0.000120846886720187	0	0.000120561596396749	0	5.58960886968694e-07	0.000482954263048146	0.000120829672179167	0.000482954263048146	0	0	0	0	1.10486521360012e-07	0	1.10486521360012e-07	0	0	0	0	1.10486521360012e-07	0	0	0.000120225523818271	0	2.22888308490009e-07	2.22888308490009e-07	0	0	0	2.22888308490009e-07	0	0.000360420762230476	0.000480700222276683	0	1.10486521360012e-07	1.10486521360012e-07	0	0	0.0144270628581925	2.00599477641008e-05	9.94378692240105e-06	1.59389837370307e-05	0	0.014416830489219	1.00821773543606e-05	0.0144161847519871	1.79464077041564e-05	0.0144210066683005	0	0	0	0	0	0	0	0	1.28990873136534e-05	0	4.84073523999843e-06	5.047320390503e-06	5.047320390503e-06	5.04732039050301e-06	5.04732039050301e-06	5.04732039050301e-06	0	0	5.047320390503e-06	0	0	0	0	2.02269854918974e-06	6.04148360895833e-06	8.05835207365497e-06	4.03441355094868e-06	0	2.02269854918974e-06	0	0	0	8.05835207365498e-06	0	0	0	0	0	3.02351784772942e-06	2.41477131524073e-05	0	0	0.0143678893256823	0	0	0	0	0	0	0	3.02351784772942e-06	0	0	0	2.41477131524073e-05	0	0	1.59202480345838e-09	1.59202480345838e-09	4.84073523999843e-06	0	4.03441355094868e-06	5.047320390503e-06	0	0	0	0	0	0	0	0	0.0143678893256823	4.84073523999843e-06	1.59202480345838e-09	0.0143678893256823	1.59202480345838e-09	1.59202480345838e-09	0	1.59202480345838e-09	0	0	0	0
"Serrasalmus_spilopleura"	2.82551547776404e-07	0.000162005070003579	0	0	0	1.11441736242087e-07	1.00880804240698	0.000161882491431022	2.47028122146873e-07	0	0	0.000161996343951756	0	0	1.18684185247475e-07	7.05030480773364e-08	2.26553922011949e-07	0	7.03632564302973e-08	0	4.8651157490654e-08	5.35134387717103e-11	7.03849525194179e-08	5.35134387717103e-11	0	0	0	0	0.00016111632920424	0	0.00016111632920424	0	0	0	0	0.00016111632920424	0	0	7.00330277568208e-08	0	4.83209288171774e-08	4.83209288171774e-08	0	0	0	4.83209288171774e-08	0	4.07458611581044e-08	1.31994014546101e-10	0	0.00016111632920424	0.00016111632920424	0	0	8.40396333081851e-06	4.34888359354597e-06	0.0145004696283816	4.32799861751804e-06	0	1.62983444632418e-06	9.90686020429673e-09	1.59737614733555e-09	1.62652243163638e-06	3.95982043638302e-09	0	0	0	0	0	0	0	0	1.62416783540491e-06	0	1.62005070003579e-06	2.35459623147003e-09	2.35459623147003e-09	2.35459623147003e-09	2.35459623147003e-09	2.35459623147003e-09	0	0	2.35459623147003e-09	0	0	0	0	2.69804152385037e-06	3.5192476259709e-09	4.11713536911454e-09	2.35010160257788e-09	0	2.69804152385037e-06	0	0	0	4.11713536911455e-09	0	0	0	0	0	4.0499085987939e-06	2.67567193858551e-12	0	0	1.59202480345838e-09	0	0	0	0	0	0	0	4.0499085987939e-06	0	0	0	2.67567193858552e-12	0	0	0.0144115434629568	0.0144115434629568	1.62005070003579e-06	0	2.35010160257788e-09	2.35459623147003e-09	0	0	0	0	0	0	0	0	1.59202480345838e-09	1.62005070003579e-06	0.0144115434629568	1.59202480345838e-09	0.0144115434629568	0.0144115434629568	0	0.0144115434629568	0	0	0	0
"Luciopimelodus_pati"	0.000752302330689138	0.000938629829721372	0	0	0	0.000141588898443282	0.000188862906669526	1.00428188604326	0.000142300256230802	0	0	0.00032918172865775	0	0	0.00032848495350965	0.000141233293549576	0.000747035674692872	0	0.00014120571976595	0	0.000188193215250404	6.79898671996552e-08	0.000140996721868589	6.79898671996552e-08	0	0	0	0	0.000187244081755216	0	0.000187244081755216	0	0	0	0	0.000187244081755216	0	0	0.000140291738259246	0	0.0001872792337437	0.0001872792337437	0	0	0	0.0001872792337437	0	3.45380144951967e-07	2.77320556463742e-07	0	0.000187244081755216	0.000187244081755216	0	0	0.0168350085911095	0.016855131036933	0.0168519673579694	0.016778588107597	0	1.38152057980787e-05	2.74194452011394e-05	2.02949753590971e-06	1.80271553234699e-05	8.31961669391226e-06	0	0	0	0	0	0	0	0	1.17579692343938e-05	0	9.38629829721373e-06	6.26918608907614e-06	6.26918608907615e-06	6.26918608907615e-06	6.26918608907615e-06	6.26918608907615e-06	0	0	6.26918608907615e-06	0	0	0	0	0.0167380314340543	7.04983609342943e-06	2.37167093718004e-06	4.70777645165254e-06	0	0.0167380314340543	0	0	0	2.37167093718004e-06	0	0	0	0	0	8.22954321644376e-06	3.39949335998276e-09	0	0	2.02269854918974e-06	0	0	0	0	0	0	0	8.22954321644376e-06	0	0	0	3.39949335998276e-09	0	0	2.69804152385037e-06	2.69804152385037e-06	9.38629829721372e-06	0	4.70777645165253e-06	6.26918608907614e-06	0	0	0	0	0	0	0	0	2.02269854918974e-06	9.38629829721372e-06	2.69804152385037e-06	2.02269854918974e-06	2.69804152385037e-06	2.69804152385037e-06	0	2.69804152385037e-06	0	0	0	0
"Pseudoplatystoma_fasciatum"	0.000705478656625723	0.00196644773884701	0	0	0	0.000564084645155849	2.88199475838018e-07	0.000142300256230802	1.00531006368882	0	0	0.000141299898286478	0	0	0.000141117010365406	0.000141249331812513	0.00014154019284875	0	0.000140700315706065	0	8.09340764976865e-07	2.70868977265714e-07	0.000141012733266763	2.70868977265714e-07	0	0	0	0	2.85729194616549e-07	0	2.85729194616549e-07	0	0	0	0	2.85729194616549e-07	0	0	0.000140307669600429	0	4.16694659341344e-07	4.16694659341344e-07	0	0	0	4.16694659341344e-07	0	0.000420623823498974	4.66131801968874e-07	0	2.85729194616549e-07	2.85729194616549e-07	0	0	0.0168369203520515	3.75025193407209e-05	2.57156275154894e-05	3.26331435591561e-05	0	0.016824952939959	1.17793831690656e-05	8.08543897138154e-06	0.0167807111943406	1.39839540590662e-05	0	0	0	0	0	0	0	0	0.0167748322055354	0	1.96644773884701e-05	5.87898880521436e-06	5.87898880521436e-06	5.87898880521437e-06	5.87898880521436e-06	5.87898880521436e-06	0	0	5.87898880521436e-06	0	0	0	0	2.37167093718004e-06	7.05063666333816e-06	0.0167551677281469	4.7083110604171e-06	0	2.37167093718004e-06	0	0	0	0.0167551677281469	0	0	0	0	0	3.53249745716196e-06	1.35434488632857e-08	0	0	8.05835207365498e-06	0	0	0	0	0	0	0	3.53249745716196e-06	0	0	0	1.35434488632857e-08	0	0	4.11713536911455e-09	4.11713536911454e-09	1.96644773884701e-05	0	4.70831106041709e-06	5.87898880521436e-06	0	0	0	0	0	0	0	0	8.05835207365498e-06	1.96644773884701e-05	4.11713536911454e-09	8.05835207365498e-06	4.11713536911455e-09	4.11713536911454e-09	0	4.11713536911454e-09	0	0	0	0
"Aequidens_portalegrensis"	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0202020202020202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0202020202020202	0	0	0	0	0	0	0	0	0	0	0	0.0202020202020202	0	0.0202020202020202	0	0	0	0	0	0	0	0	0	0	0	0.0202020202020202
