"Rhombomys_opimus"	"Meriones_libycus"	"Meriones_tamariscinus"	"Meriones_meridianus"	"Cricetulus_migratorius"	"Spermophilus_erythrogenys"	"Apodemus_uralensis"	"Allactaga_elater"	"Xenopsylla_gerbilli"	"Paradoxopsyllus_repandus"	"Echidnophaga_oschanini"	"Coptopsylla_lamellifer"	"Nosopsyllus_laeviceps"	"Xenopsylla_conformis"	"Ctenophthalmus_dolichus"	"Rhadinopsylla_cedestis"	"Xenopsylla_hirtipes"	"Stenoponia_conspecta"	"Stenoponia_vlasovi"	"Paradoxopsyllus_teretifrons"	"Neopsylla_teratura"	"Nosopsyllus_tersus"	"Pectinoctenus_lauta"	"Neopsylla_setosa"	"Neopsylla_mana"	"Mesopsylla_hebes"
"Rhombomys_opimus"	1.00756612119624	0.00151903250244288	0.000169534877504785	0.000169534877504785	0.000338393323659526	0	0.000338393323659526	0	0.00674748812469044	0.00671710747464159	0.00674748812469045	0.00671710747464159	0.00674748812469045	0.0067813951001914	0.00671710747464159	0.00671710747464159	0.00671710747464159	0.00671710747464159	0.00671710747464159	0.00674748812469045	0.00673402714082457	0.00671710747464159	3.38393323659526e-05	0	0.00673402714082457	0
"Meriones_libycus"	0.00455709750732863	1.00452974726973	0.000505552150639282	0.000505552150639282	1.53051133747393e-06	0	1.53051133747393e-06	0	0.0201209755954434	3.03806500488575e-05	0.0201209755954434	3.03806500488575e-05	0.0201209755954434	0.0202220860255713	3.03806500488575e-05	3.03806500488575e-05	3.03806500488575e-05	3.03806500488575e-05	3.03806500488575e-05	0.0201209755954434	3.04571756157312e-05	3.03806500488575e-05	1.53051133747393e-07	0	3.04571756157312e-05	0
"Meriones_tamariscinus"	0.00254302316257178	0.00252776075319641	1.00251425901263	0.00251425901263353	8.54079987429649e-07	0	8.54079987429649e-07	0	6.75087028144067e-05	1.69534877504785e-05	6.75087028144067e-05	1.69534877504785e-05	6.75087028144067e-05	0.100570360505341	1.69534877504785e-05	1.69534877504785e-05	1.69534877504785e-05	1.69534877504785e-05	1.69534877504785e-05	6.75087028144067e-05	1.699619174985e-05	1.69534877504785e-05	8.54079987429649e-08	0	1.699619174985e-05	0
"Meriones_meridianus"	0.00254302316257178	0.00252776075319641	0.00251425901263353	1.00251425901263	8.54079987429649e-07	0	8.54079987429649e-07	0	6.75087028144067e-05	1.69534877504785e-05	6.75087028144067e-05	1.69534877504785e-05	6.75087028144067e-05	0.100570360505341	1.69534877504785e-05	1.69534877504785e-05	1.69534877504785e-05	1.69534877504785e-05	1.69534877504785e-05	6.75087028144067e-05	1.699619174985e-05	1.69534877504785e-05	8.54079987429649e-08	0	1.699619174985e-05	0
"Cricetulus_migratorius"	0.00253794992744645	3.82627834368483e-06	4.27039993714824e-07	4.27039993714824e-07	1.0050323227397	0	0.00252605707553607	0	1.699619174985e-05	1.69196661829763e-05	1.699619174985e-05	1.69196661829763e-05	1.699619174985e-05	1.7081599748593e-05	1.69196661829763e-05	1.69196661829763e-05	1.69196661829763e-05	1.69196661829763e-05	1.69196661829763e-05	1.699619174985e-05	0.0502685358031678	1.69196661829763e-05	0.0503779189907616	0	0.00014322251995978	0
"Spermophilus_erythrogenys"	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0
"Apodemus_uralensis"	0.00253794992744645	3.82627834368483e-06	4.27039993714824e-07	4.27039993714824e-07	0.00252605707553607	0	1.0050323227397	0	1.699619174985e-05	1.69196661829763e-05	1.699619174985e-05	1.69196661829763e-05	1.699619174985e-05	1.7081599748593e-05	1.69196661829763e-05	1.69196661829763e-05	1.69196661829763e-05	1.69196661829763e-05	1.69196661829763e-05	1.699619174985e-05	0.00014322251995978	1.69196661829763e-05	0.0503779189907616	0	0.0502685358031678	0
"Allactaga_elater"	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101
"Xenopsylla_gerbilli"	0.0506061609351784	0.0503024389886086	3.37543514072033e-05	3.37543514072033e-05	1.699619174985e-05	0	1.699619174985e-05	0	1.00134342318601	0.000337374406234522	0.00134342318600669	0.000337374406234522	0.00134342318600669	0.00135017405628813	0.000337374406234522	0.000337374406234523	0.000337374406234523	0.000337374406234523	0.000337374406234522	0.00134342318600669	0.000338224215822015	0.000337374406234523	1.699619174985e-06	0	0.000338224215822015	0
"Paradoxopsyllus_repandus"	0.100756612119624	0.000151903250244288	1.69534877504785e-05	1.69534877504785e-05	3.38393323659526e-05	0	3.38393323659526e-05	0	0.000674748812469045	1.00067171074746	0.000674748812469045	0.000671710747464159	0.000674748812469045	0.00067813951001914	0.000671710747464159	0.000671710747464159	0.000671710747464159	0.000671710747464159	0.000671710747464159	0.000674748812469045	0.000673402714082457	0.000671710747464159	3.38393323659526e-06	0	0.000673402714082457	0
"Echidnophaga_oschanini"	0.0506061609351784	0.0503024389886086	3.37543514072033e-05	3.37543514072033e-05	1.699619174985e-05	0	1.699619174985e-05	0	0.00134342318600669	0.000337374406234523	1.00134342318601	0.000337374406234522	0.00134342318600669	0.00135017405628813	0.000337374406234522	0.000337374406234523	0.000337374406234523	0.000337374406234523	0.000337374406234522	0.00134342318600669	0.000338224215822015	0.000337374406234522	1.699619174985e-06	0	0.000338224215822015	0
"Coptopsylla_lamellifer"	0.100756612119624	0.000151903250244288	1.69534877504785e-05	1.69534877504785e-05	3.38393323659526e-05	0	3.38393323659526e-05	0	0.000674748812469045	0.000671710747464159	0.000674748812469045	1.00067171074746	0.000674748812469045	0.00067813951001914	0.000671710747464159	0.000671710747464159	0.000671710747464159	0.000671710747464159	0.000671710747464159	0.000674748812469045	0.000673402714082457	0.000671710747464159	3.38393323659526e-06	0	0.000673402714082457	0
"Nosopsyllus_laeviceps"	0.0506061609351784	0.0503024389886086	3.37543514072033e-05	3.37543514072033e-05	1.699619174985e-05	0	1.699619174985e-05	0	0.00134342318600669	0.000337374406234523	0.00134342318600669	0.000337374406234522	1.00134342318601	0.00135017405628813	0.000337374406234522	0.000337374406234523	0.000337374406234523	0.000337374406234523	0.000337374406234522	0.00134342318600669	0.000338224215822015	0.000337374406234522	1.699619174985e-06	0	0.000338224215822015	0
"Xenopsylla_conformis"	0.0254302316257178	0.0252776075319641	0.0251425901263353	0.0251425901263353	8.54079987429649e-06	0	8.54079987429649e-06	0	0.000675087028144067	0.000169534877504785	0.000675087028144067	0.000169534877504785	0.000675087028144067	1.00570360505341	0.000169534877504785	0.000169534877504785	0.000169534877504785	0.000169534877504785	0.000169534877504785	0.000675087028144067	0.0001699619174985	0.000169534877504785	8.54079987429648e-07	0	0.0001699619174985	0
"Ctenophthalmus_dolichus"	0.100756612119624	0.000151903250244287	1.69534877504785e-05	1.69534877504785e-05	3.38393323659526e-05	0	3.38393323659526e-05	0	0.000674748812469045	0.000671710747464159	0.000674748812469045	0.000671710747464159	0.000674748812469045	0.00067813951001914	1.00067171074746	0.000671710747464159	0.000671710747464159	0.000671710747464159	0.000671710747464159	0.000674748812469045	0.000673402714082457	0.000671710747464159	3.38393323659526e-06	0	0.000673402714082457	0
"Rhadinopsylla_cedestis"	0.100756612119624	0.000151903250244288	1.69534877504785e-05	1.69534877504785e-05	3.38393323659526e-05	0	3.38393323659526e-05	0	0.000674748812469045	0.000671710747464159	0.000674748812469045	0.000671710747464159	0.000674748812469045	0.00067813951001914	0.000671710747464159	1.00067171074746	0.000671710747464159	0.000671710747464159	0.000671710747464159	0.000674748812469045	0.000673402714082457	0.000671710747464159	3.38393323659526e-06	0	0.000673402714082457	0
"Xenopsylla_hirtipes"	0.100756612119624	0.000151903250244287	1.69534877504785e-05	1.69534877504785e-05	3.38393323659526e-05	0	3.38393323659526e-05	0	0.000674748812469045	0.000671710747464159	0.000674748812469045	0.000671710747464159	0.000674748812469045	0.000678139510019141	0.000671710747464159	0.000671710747464159	1.00067171074746	0.000671710747464159	0.000671710747464159	0.000674748812469045	0.000673402714082457	0.000671710747464159	3.38393323659526e-06	0	0.000673402714082457	0
"Stenoponia_conspecta"	0.100756612119624	0.000151903250244288	1.69534877504785e-05	1.69534877504785e-05	3.38393323659526e-05	0	3.38393323659526e-05	0	0.000674748812469045	0.000671710747464159	0.000674748812469045	0.000671710747464159	0.000674748812469045	0.00067813951001914	0.000671710747464159	0.000671710747464159	0.000671710747464159	1.00067171074746	0.000671710747464159	0.000674748812469045	0.000673402714082457	0.000671710747464159	3.38393323659526e-06	0	0.000673402714082457	0
"Stenoponia_vlasovi"	0.100756612119624	0.000151903250244288	1.69534877504785e-05	1.69534877504785e-05	3.38393323659526e-05	0	3.38393323659526e-05	0	0.000674748812469045	0.000671710747464159	0.000674748812469045	0.000671710747464159	0.000674748812469045	0.000678139510019141	0.000671710747464159	0.000671710747464159	0.000671710747464159	0.000671710747464159	1.00067171074746	0.000674748812469045	0.000673402714082457	0.000671710747464159	3.38393323659526e-06	0	0.000673402714082457	0
"Paradoxopsyllus_teretifrons"	0.0506061609351784	0.0503024389886086	3.37543514072034e-05	3.37543514072034e-05	1.699619174985e-05	0	1.699619174985e-05	0	0.00134342318600669	0.000337374406234523	0.00134342318600669	0.000337374406234523	0.00134342318600669	0.00135017405628813	0.000337374406234523	0.000337374406234523	0.000337374406234523	0.000337374406234523	0.000337374406234523	1.00134342318601	0.000338224215822015	0.000337374406234523	1.699619174985e-06	0	0.000338224215822015	0
