"Heteractis_crispa"	"Entacmaea_quadricolor"	"Heteractis_magnifica"	"Stichodactyla_mertensii"	"Heteractis_aurora"	"Stichodactyla_gigantea"	"Stichodactyla_haddoni"	"Macrodactyla_doreensis"	"Heteractis_malu"	"Cryptodendrum_adhaesivum"	"Amphiprion_clarkii"	"Amphiprion_akindynos"	"Amphiprion_chrysopterus"	"Amphiprion_chrysogaster"	"Amphiprion_bicinctus"	"Amphiprion_tricinctus"	"Amphiprion_perideraion"	"Amphiprion_allardi"	"Amphiprion_melanopus"	"Amphiprion_ocellaris"	"Amphiprion_percula"	"Amphiprion_leucokranos"	"Amphiprion_polymnus"	"Amphiprion_omanensis"	"Amphiprion_rubrocinctus"	"Amphiprion_sandaracinos"	"Amphiprion_akallopisos"	"Amphiprion_ephippium"	"Amphiprion_frenatus"	"Amphiprion_fuscocaudatus"	"Amphiprion_latezonatus"	"Amphiprion_latifasciatus"	"Amphiprion_mccullochi"	"Amphiprion_nigripes"	"Amphiprion_sebae"	"Premnas_biaculeatus"
"Amphiprion_clarkii"	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphiprion_akindynos"	0.128571428571429	0.128571428571429	0.128571428571429	0.128571428571429	0.128571428571429	0.128571428571429	0.128571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphiprion_chrysopterus"	0.128571428571429	0.128571428571429	0.128571428571429	0.128571428571429	0.128571428571429	0	0.128571428571429	0.128571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphiprion_chrysogaster"	0	0	0.225	0.225	0.225	0	0.225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphiprion_bicinctus"	0.15	0.15	0.15	0.15	0.15	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphiprion_tricinctus"	0.225	0.225	0	0.225	0.225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphiprion_perideraion"	0.225	0	0.225	0	0	0.225	0	0.225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphiprion_allardi"	0	0.3	0	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphiprion_melanopus"	0.225	0.225	0.225	0	0	0.225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphiprion_ocellaris"	0	0	0.3	0.3	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphiprion_percula"	0.3	0	0.3	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphiprion_leucokranos"	0.3	0	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphiprion_polymnus"	0.3	0	0	0	0	0	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphiprion_omanensis"	0.3	0.3	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphiprion_rubrocinctus"	0	0.45	0	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphiprion_sandaracinos"	0.45	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphiprion_akallopisos"	0	0	0.45	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphiprion_ephippium"	0.45	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphiprion_frenatus"	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphiprion_fuscocaudatus"	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphiprion_latezonatus"	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphiprion_latifasciatus"	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphiprion_mccullochi"	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphiprion_nigripes"	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphiprion_sebae"	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Premnas_biaculeatus"	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
