"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"R24"	"R25"	"R26"	"R27"	"R28"	"R29"	"R30"	"R31"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"
"R12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0	0
"R13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075
"R14"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0
"R15"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075
"R16"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0
"R17"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075
"R18"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0
"R19"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075
"R20"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075
"R21"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075
"R22"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0
"R23"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075
"R24"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075
"R25"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0
"R26"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0
"R27"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0
"R28"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0	0.09	0.09	0
"R29"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0
"R30"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0.0818181818181818	0
"R31"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075
"C1"	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0	0	0	0	0	0	0	0	0	0	0	0
"C2"	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0	0	0	0	0	0	0	0	0	0	0	0
"C3"	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0	0	0	0	0	0	0	0	0	0	0	0
"C4"	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0	0	0	0	0	0	0	0	0	0	0	0
"C5"	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0	0	0	0	0	0	0	0	0	0	0	0
"C6"	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0	0	0	0	0	0	0	0	0	0	0	0
"C7"	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0	0	0	0	0	0	0	0	0	0	0	0
"C8"	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0	0	0	0	0	0	0	0	0	0	0	0
"C9"	0.036	0	0.036	0	0.036	0.036	0	0.036	0.036	0	0	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0	0.036	0.036	0.036	0	0	0	0	0	0	0	0	0	0	0	0
"C10"	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0.0290322580645161	0	0	0	0	0	0	0	0	0	0	0	0
"C11"	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0	0	0	0	0	0	0	0	0	0	0	0
"C12"	0	0.0692307692307692	0.0692307692307692	0.0692307692307692	0.0692307692307692	0	0	0	0	0	0	0	0.0692307692307692	0	0.0692307692307692	0	0.0692307692307692	0	0.0692307692307692	0.0692307692307692	0.0692307692307692	0	0.0692307692307692	0.0692307692307692	0	0	0	0	0	0	0.0692307692307692	0	0	0	0	0	0	0	0	0	0	0	0
