"Rhombomys_opimus"	"Meriones_libycus"	"Meriones_tamariscinus"	"Meriones_meridianus"	"Cricetulus_migratorius"	"Spermophilus_erythrogenys"	"Apodemus_uralensis"	"Allactaga_elater"	"Xenopsylla_gerbilli"	"Paradoxopsyllus_repandus"	"Echidnophaga_oschanini"	"Coptopsylla_lamellifer"	"Nosopsyllus_laeviceps"	"Xenopsylla_conformis"	"Ctenophthalmus_dolichus"	"Rhadinopsylla_cedestis"	"Xenopsylla_hirtipes"	"Stenoponia_conspecta"	"Stenoponia_vlasovi"	"Paradoxopsyllus_teretifrons"	"Neopsylla_teratura"	"Nosopsyllus_tersus"	"Pectinoctenus_lauta"	"Neopsylla_setosa"	"Neopsylla_mana"	"Mesopsylla_hebes"
"Rhombomys_opimus"	1.33195490639416	0.00122458729931075	8.78470905188031e-05	1.96898651162835e-05	3.29006877173715e-05	0	1.34019965111536e-05	0	0.569385340552113	0.032210925668143	0.0260153082174496	0.0173986021857123	0.0111778512864774	0.000617958843649512	0.00339849846133692	0.00158169110779202	0.0012397038412424	0.00115420702460499	0.00111145861628629	0.00071074339496482	0.000303351444195595	0.000299238858230923	1.63583568473604e-05	0	4.54288076209341e-05	0
"Meriones_libycus"	0.168086744810239	1.10846021838644	0.0463840924341391	0.0103964345111002	4.15191946355178e-06	0	1.69127194674814e-06	0	0.128001524950065	0.00406487458163282	0.0252538328666076	0.00219562568642941	0.174735932549082	0.32628809850222	0.000428875287644073	0.000199602335129946	0.000156445073480228	0.000145655758067798	0.000140261100361584	0.00497209651464789	3.82815938764473e-05	3.77626039435033e-05	2.06435138285636e-06	0	5.73291209556439e-06	0
"Meriones_tamariscinus"	0.0471920628687047	0.181537741078441	1.08544943032881	0.0191524585219738	1.16569360999249e-06	0	4.74841797484513e-07	0	0.0293683554227935	0.00114125487423997	0.00451964563774239	0.000616444238640567	0.0287795169599185	0.601092544381947	0.000120411098211118	5.60403853309606e-05	4.39235452594016e-05	4.08943352415118e-05	3.93797302325669e-05	0.000824716714270679	1.07479467638632e-05	1.06022350626142e-05	5.79587642992537e-07	0	1.60957336844178e-06	0
"Meriones_meridianus"	0.0471920628687047	0.181537741078441	0.0854494303288063	1.01915245852197	1.16569360999249e-06	0	4.74841797484513e-07	0	0.0293683554227935	0.00114125487423997	0.00451964563774239	0.000616444238640567	0.0287795169599185	0.601092544381947	0.000120411098211118	5.60403853309606e-05	4.39235452594016e-05	4.08943352415118e-05	3.93797302325669e-05	0.000824716714270679	1.07479467638632e-05	1.06022350626142e-05	5.79587642992537e-07	0	1.60957336844178e-06	0
"Cricetulus_migratorius"	0.085426635658155	7.85404765188544e-05	5.63418578163035e-06	1.26283474415853e-06	1.18685208024136	0	0.0609691799367756	0	0.0365182588411487	0.00206588901625328	0.00166852514747899	0.00111588165841418	0.000716905823693379	3.96335827397446e-05	0.000217967056127586	0.000101443787128562	7.9509995316981e-05	7.40265473640858e-05	7.12848233876382e-05	4.55844389000151e-05	0.148375702098005	1.91920678351333e-05	0.463360284071542	0	0.0121965777113316	0
"Spermophilus_erythrogenys"	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0
"Apodemus_uralensis"	0.0835158814589045	7.67837463823656e-05	5.50816485082036e-06	1.23458867345973e-06	0.146326031848262	0	1.10340789352626	0	0.0357014478325862	0.00201968087423084	0.00163120492050835	0.0010909225160079	0.000700870651495205	3.87470906747363e-05	0.000213091744527342	9.91747741825364e-05	7.77315797646907e-05	7.23707811602292e-05	6.96903818579985e-05	4.45648428761564e-05	0.0183095167761483	1.8762795115615e-05	0.385894630000976	0	0.220684259104554	0
"Allactaga_elater"	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667
"Xenopsylla_gerbilli"	0.665475390709431	0.00108992633495873	6.38945427256094e-05	1.43211906109125e-05	1.64379423869531e-05	0	6.69594655324396e-06	0	1.28450226876514	0.0160933213588663	0.0130073256280416	0.0086927429237672	0.00565948035026146	0.000449465059173252	0.00169796821238205	0.000790249356706109	0.000619384630931816	0.000576668449488242	0.000555310358766455	0.000357209934508418	0.000151561377850876	0.000149506635052507	8.17301236108062e-06	0	2.26972800324355e-05	0
"Paradoxopsyllus_repandus"	0.66597745319708	0.000612293649655375	4.39235452594016e-05	9.84493255814173e-06	1.64503438586857e-05	0	6.70099825557678e-06	0	0.284692670276056	1.01610546283407	0.0130076541087248	0.00869930109285613	0.00558892564323869	0.000308979421824756	0.00169924923066846	0.000790845553896012	0.000619851920621199	0.000577103512302495	0.000555729308143143	0.00035537169748241	0.000151675722097798	0.000149619429115462	8.17917842368018e-06	0	2.2714403810467e-05	0
