"Rhombomys_opimus"	"Meriones_libycus"	"Meriones_tamariscinus"	"Meriones_meridianus"	"Cricetulus_migratorius"	"Spermophilus_erythrogenys"	"Apodemus_uralensis"	"Allactaga_elater"	"Xenopsylla_gerbilli"	"Paradoxopsyllus_repandus"	"Echidnophaga_oschanini"	"Coptopsylla_lamellifer"	"Nosopsyllus_laeviceps"	"Xenopsylla_conformis"	"Ctenophthalmus_dolichus"	"Rhadinopsylla_cedestis"	"Xenopsylla_hirtipes"	"Stenoponia_conspecta"	"Stenoponia_vlasovi"	"Paradoxopsyllus_teretifrons"	"Neopsylla_teratura"	"Nosopsyllus_tersus"	"Pectinoctenus_lauta"	"Neopsylla_setosa"	"Neopsylla_mana"	"Mesopsylla_hebes"
"Rhombomys_opimus"	1.01006512691639	3.34408932042481e-05	1.06866012074447e-06	2.39527268442727e-07	8.07271263391546e-07	0	3.26832760720045e-07	0	0.0863476484135961	0.00488532045145068	0.0039421031682933	0.00263878622925073	0.00166730654057681	3.75873559710125e-05	0.000515438587777478	0.000239889657204612	0.000188021623214426	0.000175054614716879	0.000168571110468106	0.00010700728344679	4.54047115229979e-05	4.53845297414131e-05	8.01553103975686e-08	0	6.4965775592021e-06	0
"Meriones_libycus"	0.00459009405488089	1.00362704507065	0.00153893264308941	0.000344933178623488	3.66852683854359e-09	0	1.48524394313196e-09	0	0.0105613011753362	2.22006282197365e-05	0.00399705177611109	1.1991580206281e-05	0.0313985501405828	0.054127975722455	2.34233569139888e-06	1.09014365511646e-06	8.54436918875062e-07	7.95510234814713e-07	7.66046892784538e-07	0.000884739048289441	2.06335107382186e-07	2.06243394211222e-07	3.64254149478687e-10	0	2.95227517878998e-08	0
"Meriones_tamariscinus"	0.00057409158693373	0.00602306396519475	1.00286230318942	0.00064155071486999	4.58829463899322e-10	0	1.85762217963628e-10	0	0.00011010393408139	2.77667379648607e-06	2.61204905079827e-05	1.49980920394138e-06	0.000189333636140363	0.100674112179598	2.92960274479951e-07	1.36346291267398e-07	1.06866012074447e-07	9.94959422762096e-08	9.58109073770907e-08	5.36746736235066e-06	2.58067150304296e-08	2.57952442938321e-08	4.55579428702668e-11	0	3.69246538783742e-09	0
"Meriones_meridianus"	0.00057409158693373	0.00602306396519475	0.00286230318941995	1.00064155071487	4.58829463899322e-10	0	1.85762217963628e-10	0	0.00011010393408139	2.77667379648607e-06	2.61204905079827e-05	1.49980920394138e-06	0.000189333636140363	0.100674112179598	2.92960274479951e-07	1.36346291267398e-07	1.06866012074447e-07	9.94959422762096e-08	9.58109073770907e-08	5.36746736235066e-06	2.58067150304296e-08	2.57952442938321e-08	4.55579428702668e-11	0	3.69246538783742e-09	0
"Cricetulus_migratorius"	0.00209607983539615	6.93962993624495e-08	2.21767574218006e-09	4.97065252557599e-10	1.00611177210798	0	0.00189308604659159	0	0.000179188014565121	1.01379816160922e-05	8.18062394188055e-06	5.47599007000598e-06	3.45998245657326e-06	7.80010088628847e-08	1.0696344239938e-06	4.97817279091453e-07	3.90181110639247e-07	3.63272068526195e-07	3.4981754746967e-07	2.22060739546651e-07	0.0251528884843469	9.41816473956803e-08	0.0755719680708941	0	7.57368963847201e-05	0
"Spermophilus_erythrogenys"	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0
"Apodemus_uralensis"	0.00203669103170303	6.74300750181909e-08	2.15484172837808e-09	4.82981766705432e-10	0.00454340651181981	0	1.00352084248959	0	0.000174111031502996	9.85073940810214e-06	7.94884008462125e-06	5.32083734452233e-06	3.36194982660131e-06	7.57909849291601e-08	1.03932817908974e-06	4.83712485865666e-07	3.79126002435252e-07	3.52979381577648e-07	3.39906071148846e-07	2.15769031832955e-07	0.000113676675968497	9.15131730016125e-08	0.0605520060377618	0	0.040140846772894	0
"Allactaga_elater"	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101
"Xenopsylla_gerbilli"	0.100919765530246	8.9928930822661e-05	2.39544925793189e-07	5.3691104057094e-08	8.06577956705597e-08	0	3.26552067787606e-08	0	1.0086282263891	0.000488112480435461	0.0003942150575097	0.000263651996731563	0.000169295711272131	8.42537325203629e-06	5.14995914991627e-05	2.3968363339233e-05	1.87860145091285e-05	1.74904273016024e-05	1.68426336978394e-05	1.07678270002601e-05	4.53657167123314e-06	4.53455522634137e-06	8.00864708201761e-09	0	6.49099812034204e-07	0
"Paradoxopsyllus_repandus"	0.101006512691639	3.34408932042481e-06	1.06866012074447e-07	2.39527268442727e-08	8.07271263391546e-08	0	3.26832760720044e-08	0	0.00863476484135962	1.00048853204515	0.00039421031682933	0.000263878622925073	0.000166730654057681	3.75873559710125e-06	5.15438587777478e-05	2.39889657204612e-05	1.88021623214426e-05	1.75054614716879e-05	1.68571110468106e-05	1.0700728344679e-05	4.54047115229979e-06	4.53845297414131e-06	8.01553103975686e-09	0	6.4965775592021e-07	0
"Echidnophaga_oschanini"	0.100267796340966	0.000740678165858953	1.23672526486775e-06	2.7719704212553e-07	8.01367243286258e-08	0	3.2444245243352e-08	0	0.00857908507604171	0.000484959140785144	1.00039425068724	0.000261948732978837	0.000188574016702583	4.3498612764314e-05	5.11668901027457e-05	2.38135211798942e-05	1.86646517355928e-05	1.73774343745174e-05	1.67338256939797e-05	1.12721231106858e-05	4.50726418187199e-06	4.50526076376378e-06	7.95690903924806e-09	0	6.44906450347416e-07	0
"Coptopsylla_lamellifer"	0.101006512691639	3.34408932042481e-06	1.06866012074447e-07	2.39527268442727e-08	8.07271263391546e-08	0	3.26832760720044e-08	0	0.00863476484135962	0.000488532045145068	0.00039421031682933	1.00026387862292	0.000166730654057681	3.75873559710125e-06	5.15438587777478e-05	2.39889657204612e-05	1.88021623214426e-05	1.75054614716879e-05	1.68571110468106e-05	1.0700728344679e-05	4.54047115229979e-06	4.53845297414131e-06	8.01553103975686e-09	0	6.49657755920211e-07	0
