"Spondias_cytherea"	"Uvaria_sp."	"Cerbera_manghas"	"Ochrosia_coccinea"	"Ochrosia_oppositifolia"	"Barringtonia_calyptrocalyx"	"Garcinia_hollrungii"	"Garcinia_ledermannii"	"Terminalia_sp."	"Pimelodendron_amboinicum"	"Pangium_edule"	"Gnetum_costatum"	"Gnetum_gnemon"	"Medusanthera_laxiflora"	"Neuburgia_corynocarpa"	"Ficus_conocephaliafolia"	"Ficus_hispidioides"	"Myristica_sp."	"Syzygium_pachycladum"	"Syzygium_samaragense"	"Syzygium_longipes"	"Syzygium_sp."	"Galearia_celebica"	"Morinda_bracteata"	"Nauclea_orientalis"	"Randia_dryadum"	"Versteegia_cauliflora"	"Pometia_pinnata"	"Phaleria_macrocarpa"	"Gmelina_moluccana"	"Adrama_selecta"	"Bactrocera_bancroftii"	"Bactrocera_bullata"	"Bactrocera_cheesmane"	"Bactrocera_diaphana"	"Bactrocera_enochra"	"Bactrocera_frauenfeldi"	"Bactrocera_hastigerina"	"Bactrocera_lineata"	"Bactrocera_neocheesmanae"	"Bactrocera_paramusae"	"Bactrocera_penefurva"	"Bactrocera_tinomiscii"	"Bactrocera_trivialis"	"Bactrocera_sp._1"	"Bactrocera_sp._2"	"Bactrocera_sp._3"	"Bactrocera_sp._4"	"Bactrocera_sp._5"	"Bactrocera_sp._6"	"Bactrocera_sp._7"	"Bactrocera_sp._8"	"Bactrocera_sp._9"	"Bactrocera_sp._10"	"Bactrocera_sp._11"	"Euphranta_marginata"	"Euphranta_perkinsi"	"Euphranta_quatei"	"Euphranta_sp."
"Spondias_cytherea"	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0918273645546373	0	0	0.00183654729109275	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00734618916437098	0	0	0	0
"Uvaria_sp."	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0
"Cerbera_manghas"	0	0	1.00992754647774	0	0.000115249777251398	0	0	0	0	0	5.8209714709195e-05	0	0	0	0	0	4.13130503792199e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13273360921256e-05	0.000582922426601059	0	0	0	0	0.100415727308257	0	0	1.2393915113766e-07	0	0	0	0	0
"Ochrosia_coccinea"	0	0	0	1.00952795293759	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000544430397470808	0	0	0	0	0	2.86267659479758e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000290477478001519	0	0.1007196235321
"Ochrosia_oppositifolia"	0	0	6.48511608327804e-05	0	1.00999995020495	0	0	0	0	0	3.73785979380596e-09	0	0	0	0	0	3.62049973726263e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0992679479461881	3.74315921695408e-08	0	0	0	0	0.000655965711142004	0	0	0.00108614992117879	0	0	0	0	0
"Barringtonia_calyptrocalyx"	0	0	0	0	0	1.0022305012512	0	0	1.77358436597125e-05	0	0	0	0	0	0	0	0	0	0.00746714142761418	0.000180905923917004	0.000140501664344275	1.75627080430344e-05	3.51254160860688e-05	0	0	0	0	0	1.1535866150394e-05	0	0.00348601913478677	0	1.15090385546954e-06	0	0	0	0.00970765940011999	0	0	0	0	1.73135616678146e-06	0	0.087813540215172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Garcinia_hollrungii"	0	0	0	0	0	0	1.0087487053448	0.000181652877699475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00117065187850773	0	0	0	0	0	0	0	0.00634876807559666	0	0	0	0	0	0.0946613329345043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Garcinia_ledermannii"	0	0	0	0	0	0	0.00865878717034166	1.00019373143845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00124849149222045	0	0	0	0	0	0	0	5.44958633098426e-05	0	0	0	0	0	0.100955605146791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Terminalia_sp."	0	0	0	0	0	4.85624290682606e-05	0	0	1.00985862876606	0	0	0	0	0	0	0	0	0	0.000184106511489685	4.37319640519161e-06	3.88007248475735e-06	4.85009060594669e-07	9.70018121189338e-07	0	0	0	0	0	4.09831778795601e-09	0	1.68912796759167e-07	0	4.08878681635612e-10	0	0	0	3.44881543182358e-06	0	0	0	0	0.0985814375700204	0	0.00242504530297335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pimelodendron_amboinicum"	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0525252525252525	0	0	0.0121212121212121	0	0	0	0	0	0	0	0	0	0	0	0.0363636363636364	0	0	0	0	0	0	0	0	0	0	0	0
"Pangium_edule"	0	0	1.44423914094175e-05	0	1.64812059906473e-09	0	0	0	0	0	1.01008656606142	0	0	0	0	0	5.90794107928439e-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61985700894143e-10	0.101008664858937	0	0	0	0	1.43598740573528e-06	0	0	1.77238232378532e-12	0	0	0	0	0
"Gnetum_costatum"	0	0	0	0	0	0	0	0	0	0	0	1.0071499172404	0.00295109286060543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0615719782779756	0.0394381227321254	0	0	0	0	0	0
"Gnetum_gnemon"	0	0	0	0	0	0	0	0	0	0	0	0.00430700039115387	1.00579400970986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00841829214467445	0.0925918088654266	0	0	0	0	0	0
"Medusanthera_laxiflora"	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neuburgia_corynocarpa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0
"Ficus_conocephaliafolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00163518556331	0	0	0	0	0	0	0	0	0	0	0	0.00846582453769876	0	0	0	0	0	0	0	0	0	0	0.100836443070866	0	0	0	0	0	0	0	0	0.000173657939234846	0	0	0	0	0	0	0	0	0	0	0
"Ficus_hispidioides"	0	0	4.33787028981809e-07	0	0.00675585250973207	0	0	0	0	0	2.50024066475315e-11	0	0	0	0	0	1.00334472377925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000663999651813967	2.50378542940072e-10	0	0	0	0	4.38773050931107e-06	0	0	0.100341713377399	0	0	0	0	0
"Myristica_sp."	0	0	0	0.00955475347561268	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00054598568521	0	0	0	0	0	2.70940186094957e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74924600596354e-06	0	0.101007351764095
