"Xysmalobium_gerrardii"	"Sisyranthus_trichostomus"	"Pachycarpus_natalensis"	"Asclepias_woodii"	"Miraglossum_verticillare"	"Xysmalobium_involucratum"	"Aspidonepsis_diploglossa"	"Miraglossum_pilosum"	"Asclepias_cucullata"	"Aspilocoryphus_fasciativentris"	"Hemipepsis_hilaris"	"Atrichelaphinis_tigrina"	"Sarcophaga_sp1_M_PL_013"	"Cyrtothyrea_marginalis"	"Diptera_sp3_M_PL_013"	"Unidentified_sp15_M_PL_013"	"Unidentified_sp20_M_PL_013"	"Unidentified_sp6_M_PL_013"	"Unidentified_sp19_M_PL_013"	"Unidentified_sp25_M_PL_013"	"Unidentified_sp4_M_PL_013"	"Apis_mellifera"	"Musca_domestica"	"Unidentified_sp13_M_PL_013"	"Unidentified_sp33_M_PL_013"	"Unidentified_sp9_M_PL_013"	"Unidentified_sp11_M_PL_013"	"Unidentified_sp12_M_PL_013"	"Unidentified_sp28_M_PL_013"	"Unidentified_sp10_M_PL_013"	"Unidentified_sp16_M_PL_013"	"Unidentified_sp17_M_PL_013"	"Unidentified_sp2_M_PL_013"	"Unidentified_sp30_M_PL_013"	"Unidentified_sp38_M_PL_013"	"Unidentified_sp5_M_PL_013"	"Unidentified_sp7_M_PL_013"	"Unidentified_sp8_M_PL_013"	"Actea_sp1_M_PL_013"	"Arge_sp1_M_PL_013"	"Dacus_sp1_M_PL_013"	"Diptera_sp1_M_PL_013"	"Diptera_sp2_M_PL_013"	"Homoecerus_annulatus"	"Microphthalma_sp1_M_PL_013"	"Microphthalma_sp2_M_PL_013"	"Spilostethus_rivularis"	"Tiphia_sp1_M_PL_013"	"Unidentified_sp1_M_PL_013"	"Unidentified_sp14_M_PL_013"	"Unidentified_sp18_M_PL_013"	"Unidentified_sp21_M_PL_013"	"Unidentified_sp22_M_PL_013"	"Unidentified_sp23_M_PL_013"	"Unidentified_sp24_M_PL_013"	"Unidentified_sp26_M_PL_013"	"Unidentified_sp27_M_PL_013"	"Unidentified_sp29_M_PL_013"	"Unidentified_sp3_M_PL_013"	"Unidentified_sp31_M_PL_013"	"Unidentified_sp32_M_PL_013"	"Unidentified_sp34_M_PL_013"	"Unidentified_sp35_M_PL_013"	"Unidentified_sp36_M_PL_013"	"Unidentified_sp37_M_PL_013"
"Xysmalobium_gerrardii"	0	0	0	0	0	0	0	0	0	0.0422492401215805	0.0124620060790274	0.00455927051671732	0.0161094224924012	0.00182370820668693	0.00455927051671732	0.00121580547112462	0.00243161094224924	0	0.00121580547112462	0.00182370820668693	0.000303951367781155	0.000911854103343465	0.000911854103343465	0.000911854103343465	0.000911854103343465	0	0.000303951367781155	0.000911854103343465	0	0	0	0.00060790273556231	0	0.000303951367781155	0	0.000303951367781155	0.00060790273556231	0.00060790273556231	0.000303951367781155	0	0	0	0	0	0	0.000303951367781155	0	0	0.000303951367781155	0.000303951367781155	0	0.000303951367781155	0.000303951367781155	0.000303951367781155	0.000303951367781155	0.000303951367781155	0	0.000303951367781155	0	0.000303951367781155	0.000303951367781155	0	0	0.000303951367781155	0
"Sisyranthus_trichostomus"	0	0	0	0	0	0	0	0	0	0.00102040816326531	0.00204081632653061	0.0357142857142857	0	0.0428571428571429	0	0.0102040816326531	0	0	0	0.00204081632653061	0	0.00102040816326531	0	0	0	0	0.00102040816326531	0	0	0	0	0	0	0	0	0	0	0	0	0.00102040816326531	0	0.00102040816326531	0	0	0	0	0	0	0	0	0.00102040816326531	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00102040816326531
"Pachycarpus_natalensis"	0	0	0	0	0	0	0	0	0	0.00754716981132075	0.0377358490566038	0	0.0207547169811321	0	0.00188679245283019	0	0.00188679245283019	0.0169811320754717	0	0	0	0	0	0	0	0	0	0	0.00188679245283019	0.00188679245283019	0	0	0	0	0	0	0	0	0	0	0.00188679245283019	0	0.00188679245283019	0.00188679245283019	0.00188679245283019	0	0.00188679245283019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Asclepias_woodii"	0	0	0	0	0	0	0	0	0	0	0	0.05	0.00333333333333333	0.0266666666666667	0.00333333333333333	0	0	0.00333333333333333	0	0	0.00333333333333333	0	0	0	0	0	0	0	0	0	0.00666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Miraglossum_verticillare"	0	0	0	0	0	0	0	0	0	0.00333333333333333	0.06	0.00333333333333333	0.02	0.00333333333333333	0.00333333333333333	0	0.00333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00333333333333333	0	0
"Xysmalobium_involucratum"	0	0	0	0	0	0	0	0	0	0.00344827586206897	0.00344827586206897	0.0206896551724138	0.00344827586206897	0	0	0.00344827586206897	0.00689655172413793	0	0.0137931034482759	0	0.0103448275862069	0	0	0.00344827586206897	0.00344827586206897	0.0137931034482759	0.00344827586206897	0	0	0.00344827586206897	0	0	0	0	0	0.00344827586206897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00344827586206897	0	0	0
"Aspidonepsis_diploglossa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.01	0.01	0.02	0	0	0	0	0	0	0	0	0	0.02	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0
"Miraglossum_pilosum"	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Asclepias_cucullata"	0	0	0	0	0	0	0	0	0	0.0166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333333333333333	0	0	0	0	0	0.0333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0166666666666667	0	0	0	0	0	0
"Aspilocoryphus_fasciativentris"	0.0945578231292517	0.000680272108843537	0.00272108843537415	0	0.000680272108843537	0.000680272108843537	0	0	0.000680272108843537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hemipepsis_hilaris"	0.0450549450549451	0.0021978021978022	0.021978021978022	0	0.0197802197802198	0.0010989010989011	0	0.00989010989010989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Atrichelaphinis_tigrina"	0.0208333333333333	0.0486111111111111	0	0.0208333333333333	0.00138888888888889	0.00833333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sarcophaga_sp1_M_PL_013"	0.0736111111111111	0	0.0152777777777778	0.00138888888888889	0.00833333333333333	0.00138888888888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cyrtothyrea_marginalis"	0.0105263157894737	0.0736842105263158	0	0.0140350877192982	0.00175438596491228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diptera_sp3_M_PL_013"	0.0833333333333333	0	0.00555555555555556	0.00555555555555556	0.00555555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp15_M_PL_013"	0.0266666666666667	0.0666666666666667	0	0	0	0.00666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp20_M_PL_013"	0.0666666666666667	0	0.00833333333333333	0	0.00833333333333333	0.0166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp6_M_PL_013"	0	0	0.075	0.00833333333333333	0	0	0.0166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp19_M_PL_013"	0.05	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
