"Pheidole_minutula"	"Allomerus_octoarticulatus"	"Azteca_sp2_M_PA_001"	"Pseudomyrmex_concolor"	"Allomerus_sp1_M_PA_001"	"Pseudomyrmex_nigrescens"	"Crematogaster_sp3_M_PA_001"	"Camponotus_balzanii"	"Azteca_isthmica"	"Crematogaster_sp4_M_PA_001"	"Allomerus_prancei"	"Crematogaster_sp2_M_PA_001"	"Allomerus_auripunctata"	"Solenops_sp1_M_PA_001"	"Azteca_schummani"	"Azteca_sp1_M_PA_001"	"Azteca_sp6_M_PA_001"	"Crematogaster_sp1_M_PA_001"	"Azteca_polymorpha"	"Crematogaster_sp5_M_PA_001"	"Azteca_alfari"	"Azteca_sp3_M_PA_001"	"Azteca_sp4_M_PA_001"	"Azteca_sp5_M_PA_001"	"Maieta_guianensis"	"Hirtella_physophora"	"Tachigali_myrmecophila"	"Cordia_nodosa"	"Maieta_poeppiggi"	"Duroia_saccifera"	"Tachigali_polyphylla"	"Tococa_bullifera"	"Pourouma_heterophylla"	"Cecropia_purpurascens"	"Amaioua_guianensis"	"Cecropia_ficifolia"	"Hirtella_myrmecophila"	"Cecropia_concolor"	"Cecropia_distachya"
"Azteca_schummani"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333333333333333	0	0	0	0.0666666666666667	0	0	0	0	0	0	0	0
"Azteca_sp1_M_PA_001"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0
"Azteca_sp6_M_PA_001"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0
"Crematogaster_sp1_M_PA_001"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0666666666666667	0	0.0333333333333333	0	0	0	0	0	0	0	0	0
"Azteca_polymorpha"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0
"Crematogaster_sp5_M_PA_001"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0
"Azteca_alfari"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0
"Azteca_sp3_M_PA_001"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0
"Azteca_sp4_M_PA_001"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
"Azteca_sp5_M_PA_001"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0
"Maieta_guianensis"	0.0911764705882353	0	0.00196078431372549	0	0	0	0.00686274509803922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hirtella_physophora"	0	0.0886075949367089	0	0	0	0	0.00126582278481013	0	0	0	0.00632911392405063	0	0	0.00379746835443038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tachigali_myrmecophila"	0	0	0	0.0461538461538462	0	0.041025641025641	0	0	0	0	0	0	0	0	0.00256410256410256	0	0	0	0.00512820512820513	0.00256410256410256	0	0	0	0.00256410256410256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cordia_nodosa"	0	0	0.0666666666666667	0	0	0	0	0	0	0	0	0.00833333333333333	0.00555555555555556	0	0	0.00833333333333333	0	0.00555555555555556	0	0.00277777777777778	0	0.00277777777777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Maieta_poeppiggi"	0.0875	0	0	0	0	0	0.003125	0	0	0.009375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Duroia_saccifera"	0	0.0870967741935484	0	0	0	0	0	0	0	0	0	0	0.00645161290322581	0.0032258064516129	0	0	0	0.0032258064516129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tachigali_polyphylla"	0	0	0	0.064	0	0.028	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tococa_bullifera"	0.004	0	0.044	0	0	0	0.028	0	0	0.012	0	0.008	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pourouma_heterophylla"	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cecropia_purpurascens"	0	0	0	0	0	0	0	0.0785714285714286	0.0142857142857143	0	0	0	0	0	0	0	0	0	0	0	0.00714285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amaioua_guianensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cecropia_ficifolia"	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hirtella_myrmecophila"	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cecropia_concolor"	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cecropia_distachya"	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
