"Rhombomys_opimus"	"Meriones_meridianus"	"Meriones_libycus"	"Spermophilus_fulvus"	"Meriones_tamariscinus"	"Allactaga_elater"	"Dipus_sagitta"	"Cricetulus_migratorius"	"Ellobius_talpinus"	"Spermophilopsis_leptodactylus"	"Pygeretmus_pumilio"	"Diplomesodon_pulchellum"	"Microtus_socialis"	"Crocidura_suaveolens"	"Allactaga_major"	"Allactaga_severtzovi"	"Eremodipus_lichtensteini"	"Xenopsylla_gerbilli"	"Coptopsylla_lamellifer"	"Nosopsyllus_laeviceps"	"Xenopsylla_conformis"	"Xenopsylla_skrjabini"	"Echidnophaga_oschanini"	"Ctenophthalmus_dolichus"	"Citellophilus_trispinus"	"Neopsylla_setosa"	"Nosopsyllus_turkmenicus"	"Rhadinopsylla_cedestis"	"Stenoponia_conspecta"	"Xenopsylla_hirtipes"	"Stenoponia_vlasovi"	"Oropsylla_ilovaiskii"	"Nosopsyllus_tersus"	"Nosopsyllus_aralis"	"Rostropsylla_daca"	"Mesopsylla_lenis"	"Mesopsylla_tuschkan"	"Desertopsylla_rothschildi"	"Ophthalmopsylla_volgensis"	"Frontopsylla_macrophthalma"	"Amphipsylla_rossica"	"Synosternus_longispinus"	"Mesopsylla_eucta"	"Paradoxopsyllus_repandus"	"Leptopsylla_nana"	"Mesopsylla_hebes"	"Nosopsyllus_fidus"
"Rhombomys_opimus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0841715755948091	0.00679827828488829	0.00365643005834343	0.00118458509323273	0.0013234980290469	0.00125263229947213	0.000631751873311403	6.68392676671082e-05	7.12683757655311e-05	0.000117975333894354	0.000253264453991633	0.000121196503420479	0.000134886473906514	0.000109519763888274	2.45614176367084e-05	5.51625281349026e-05	1.97296633475199e-05	2.81852333535999e-06	8.05292381531425e-07	0	0	0	0	0	2.01323095382856e-06	0	1.20793857229714e-06	0	0	0
"Meriones_meridianus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0627291594603943	0.00364925631269457	0.0225873400207541	0.0061916291940505	0	0	0.00147007955724663	5.18851608439986e-05	0	0.00274991352473193	0	0.00036319612590799	0	0.000121065375302663	0	5.18851608439986e-05	3.45901072293324e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
"Meriones_libycus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00135732323232323	0.00220959595959596	0.0225063131313131	0.0621843434343434	0.000662878787878788	0	0	0.00236742424242424	0.000852272727272727	0.00505050505050505	0.00154671717171717	0.000694444444444444	6.31313131313131e-05	0.000252525252525253	9.46969696969697e-05	9.46969696969697e-05	6.31313131313131e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
"Spermophilus_fulvus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0100083402835696	8.34028356964137e-05	0.00104253544620517	0.00125104253544621	8.34028356964137e-05	0.000375312760633862	0	0.0545871559633027	0.0261467889908257	0	0	0	0.000375312760633862	0	0.00579649708090075	0	0	0	0	0	0	0	0.000250208507089241	0	0	0	0	0	0	0
"Meriones_tamariscinus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0121951219512195	0.0200860832137733	0.00573888091822095	0.0252510760401722	0	0	0.000286944045911047	0	0	0.0228120516499283	0	0.0024390243902439	0	0.000860832137733142	0	0	0.0103299856527977	0	0	0	0	0	0	0	0	0	0	0	0	0
"Allactaga_elater"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0170454545454545	0.00340909090909091	0.0147727272727273	0.00454545454545455	0	0.00454545454545455	0	0	0	0	0	0	0	0	0	0	0	0	0.0306818181818182	0.00454545454545455	0	0.00681818181818182	0.00681818181818182	0	0.00340909090909091	0.00340909090909091	0	0	0	0
"Dipus_sagitta"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0375	0.00375	0.00375	0.02875	0	0	0.0025	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02375	0	0	0	0	0	0	0	0	0
"Cricetulus_migratorius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0338983050847458	0.0135593220338983	0.0254237288135593	0.0101694915254237	0	0.00847457627118644	0.00338983050847458	0	0.00508474576271186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ellobius_talpinus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0927272727272727	0	0	0	0	0.00363636363636364	0	0	0	0	0.00363636363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Spermophilopsis_leptodactylus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09375	0	0	0	0	0	0	0	0	0	0	0	0
