"Abutilon_bedfordianum"	"Aechmea_nudicaulis"	"Aechmea_vanhoutteana"	"Billbergia_distachya"	"Billbergia_vitata"	"Bomarea_edulis"	"Fuchsia_regia"	"Hippeastrum_aulicum"	"Justicia_sebastianopolitanae"	"Manettia_mirtis"	"Mendoncia_sp1_M_PL_066"	"Nematanthus_crassifolius"	"Nematanthus_fornix"	"Nematanthus_lanceolatus"	"Nidularium_itatiaiae"	"Odontonema_barlerioides"	"Pitcaimia_flammea"	"Psittacanthus_flavo_viridis"	"Pyrostegia_venusta"	"Quesnelia_augusto-coburgii"	"Salvia_sellowiana"	"Sinningia_cooperi"	"Sinningia_gigantifolia"	"Siphocampylus_longepedunculatus"	"Staurogyne_itatiaiae"	"Tillandsia_gardneri"	"Velloziela_dracocephaloides"	"Vriesea_carinata"	"Vriesea_longicaulis"	"Vriesea_sp1_M_PL_066"	"Stromanthe_thalia"	"Phaethornis_eurynome"	"Thalurania_glaucopis"	"Phaethornis_squalidus"	"Clytolaema_rubricauda"	"Leucochloris_albicollis"
"Mendoncia_sp1_M_PL_066"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0873	0.4392	0	0	0.3735
"Nematanthus_crassifolius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0
"Nematanthus_fornix"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225	0.6183	0.0567	0	0
"Nematanthus_lanceolatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2844	0	0.6156	0	0
"Nidularium_itatiaiae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0
"Odontonema_barlerioides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0	0.63	0	0
"Pitcaimia_flammea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.585	0.27	0.045	0	0
"Psittacanthus_flavo_viridis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6003	0	0.2997	0
"Pyrostegia_venusta"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5535	0.0693	0.2079	0	0.0693
"Quesnelia_augusto-coburgii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0
"Salvia_sellowiana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7938	0	0.1062	0	0
"Sinningia_cooperi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5724	0.2043	0.1233	0	0
"Sinningia_gigantifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6426	0	0.2574	0	0
"Siphocampylus_longepedunculatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0
"Staurogyne_itatiaiae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2574	0	0.6426	0	0
"Tillandsia_gardneri"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0.45	0	0
"Velloziela_dracocephaloides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0
"Vriesea_carinata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81	0.09	0	0	0
"Vriesea_longicaulis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0.45	0	0	0
"Vriesea_sp1_M_PL_066"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0
"Stromanthe_thalia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3006	0	0.2997	0.2997	0
"Phaethornis_eurynome"	0.0048362035478441	0.0107212223229315	0.0131684578531659	0.0356014502136476	0.0381069532565065	0.020976304544866	0.0116535025249255	0.0291337563123139	0.0582675126246277	0.00862359186844491	0.00565194872458889	0.0582675126246277	0.0145668781561569	0.0184125339893824	0.0582675126246277	0.0174802537873883	0.037873883206008	0	0.0358345202641461	0.0582675126246277	0.0513919461349217	0.0370581380292632	0.0416030040139842	0.0582675126246277	0.0166645086106435	0	0.0582675126246277	0.052440761362165	0.0291337563123139	0	0.0194613492166257	0	0	0	0	0
"Thalurania_glaucopis"	0.109207905622798	0.0870078136969511	0.0950053623410449	0.0153056534395588	0	0.0165466523670905	0.0275777539451509	0.0399877432204688	0	0.0204075379194117	0.0672897196261682	0	0.0947295848015934	0	0	0	0.0413666309177264	0.0919718094070783	0.0106174352688831	0	0	0.0313007507277463	0	0	0	0.0689443848628773	0	0.0137888769725755	0.0689443848628773	0	0	0	0	0	0	0
"Phaethornis_squalidus"	0	0.00758829144129812	0.00959274578428253	0.0398027362392619	0.00544066178810054	0.0744511613108495	0.0859051861279033	0.0300668151447661	0	0.100795418390073	0	0	0.00902004454342984	0.0979319121858097	0	0.10022271714922	0.00715876551065861	0	0.0330734966592428	0	0.0168946866051543	0.0196150174992046	0.0409481387209672	0	0.102227171492205	0.0715876551065861	0	0	0	0	0.0476773783009863	0	0	0	0	0
"Clytolaema_rubricauda"	0.050022232103157	0.0528234771009337	0.0072032014228546	0	0.123254779902179	0	0	0	0	0	0	0	0	0	0	0	0	0.13325922632281	0	0	0	0	0	0	0	0	0	0	0	0.400177856825256	0.13325922632281	0	0	0	0	0
"Leucochloris_albicollis"	0	0	0	0	0	0	0	0	0	0	0.759146341463415	0	0	0	0	0	0	0	0.140853658536585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
