"Aristotelia_chilensis"	"Alstroemeria_aurea"	"Schinus_patagonicus"	"Berberis_darwinii"	"Vicia_nigricans"	"Rosa_eglanteria"	"Digitalis_purpurea"	"Cynanchum_diemii"	"Ribes_magellanicum"	"Berberis_buxifolia"	"Mutisia_decurrens"	"Calceolaria_crenatiflora"	"Tristerix_corymbosus"	"Gavilea_odoratissima"	"Policana_albopilosa"	"Bombus_dahlbomii"	"Ruizantheda_mutabilis"	"Trichophthalma_amoena"	"Bombus_ruderatus"	"Colletes_seminitidus"	"Syrphus_octomaculatus"	"Manuelia_gayi"	"Allograpta_hortensis"	"Trichophthalma_jaffueli"	"Anthaxia_sp1_M_PL_051"	"Caenohalictus_sp1_M_PL_051"	"Phthiria_sp1_M_PL_051"	"Platycheirus_sp1_M_PL_051"	"Manuelia_postica"	"Heterosarus_sp1_M_PL_051"	"Sapromyza_fulvicornis"	"Camponotus_sp1_M_PL_051"	"Unidentified_sp1_M_PL_051"	"Unidentified_sp2_M_PL_051"	"Unidentified_sp3_M_PL_051"	"Megachile_sp1_M_PL_051"	"Unidentified_sp4_M_PL_051"	"Unidentified_sp5_M_PL_051"	"Unidentified_sp6_M_PL_051"	"Chalepogenus_caeruleus"	"Vespula_germanica"	"Unidentified_sp7_M_PL_051"	"Ocyptamus_melanorrhinus"	"Phthiria_sp2_M_PL_051"	"Unidentified_sp8_M_PL_051"	"Unidentified_sp9_M_PL_051"	"Ruizantheda_nigrocaerulea"	"Svastrides_melanura"	"Chilicola_sp1_M_PL_051"	"Evylaeus_sp1_M_PL_051"	"Unidentified_sp10_M_PL_051"	"Corynura_prothysteres"	"Megachile_sp2_M_PL_051"	"Unidentified_sp11_M_PL_051"	"Sephanoides_galeritus"	"Unidentified_sp12_M_PL_051"	"Ruizantheda_proxima"	"Unidentified_sp13_M_PL_051"	"Unidentified_sp14_M_PL_051"	"Platycherius_fenestratus"	"Scaeva_melanostoma"	"Unidentified_sp15_M_PL_051"	"Unidentified_sp16_M_PL_051"	"Unidentified_sp17_M_PL_051"	"Unidentified_sp18_M_PL_051"	"Unidentified_sp19_M_PL_051"	"Unidentified_sp20_M_PL_051"	"Unidentified_sp21_M_PL_051"	"Chilicola_sp2_M_PL_051"	"Unidentified_sp22_M_PL_051"	"Unidentified_sp23_M_PL_051"	"Unidentified_sp24_M_PL_051"	"Unidentified_sp25_M_PL_051"	"Unidentified_sp26_M_PL_051"	"Unidentified_sp27_M_PL_051"	"Unidentified_sp28_M_PL_051"	"Unidentified_sp29_M_PL_051"	"Allograpta_exotica"	"Caenohalictus_sp2_M_PL_051"	"Chilicola_sp3_M_PL_051"	"Corynura_sp1_M_PL_051"	"Unidentified_sp30_M_PL_051"	"Unidentified_sp31_M_PL_051"	"Unidentified_sp32_M_PL_051"	"Unidentified_sp33_M_PL_051"	"Unidentified_sp34_M_PL_051"	"Unidentified_sp35_M_PL_051"	"Unidentified_sp36_M_PL_051"	"Unidentified_sp37_M_PL_051"	"Unidentified_sp38_M_PL_051"	"Unidentified_sp39_M_PL_051"	"Unidentified_sp40_M_PL_051"	"Unidentified_sp41_M_PL_051"	"Unidentified_sp42_M_PL_051"	"Unidentified_sp43_M_PL_051"	"Unidentified_sp44_M_PL_051"	"Unidentified_sp45_M_PL_051"	"Unidentified_sp46_M_PL_051"	"Unidentified_sp47_M_PL_051"	"Unidentified_sp48_M_PL_051"	"Unidentified_sp49_M_PL_051"	"Unidentified_sp50_M_PL_051"	"Unidentified_sp51_M_PL_051"	"Unidentified_sp52_M_PL_051"
"Aristotelia_chilensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.768450479233227	0	0.123642172523962	0	0	0	0	0	0	0	0	0	0	0.00431309904153355	0	0	0	0	0	0	0	0	0.000718849840255591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000718849840255591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00215654952076677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Alstroemeria_aurea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.421107544141252	0.0122792937399679	0	0.124959871589085	0	0.0202247191011236	0.0729534510433387	0.0050561797752809	0.0498394863563403	0.028892455858748	0	0.0281701444622793	0.0014446227929374	0.0079454253611557	0.0158908507223114	0.0079454253611557	0	0	0.0014446227929374	0.0079454253611557	0.0122792937399679	0	0	0	0	0.0057784911717496	0	0.0057784911717496	0.0079454253611557	0	0	0.0036115569823435	0.0057784911717496	0.0050561797752809	0.0043338683788122	0.0043338683788122	0.0021669341894061	0.0043338683788122	0.0036115569823435	0.0007223113964687	0.0036115569823435	0.0028892455858748	0	0.0028892455858748	0	0	0	0.0021669341894061	0	0	0	0	0	0.0014446227929374	0.0007223113964687	0	0.0014446227929374	0	0.0007223113964687	0.0014446227929374	0	0.0014446227929374	0	0	0.0007223113964687	0	0.0007223113964687	0	0	0	0	0.0007223113964687	0.0007223113964687	0.0007223113964687	0	0.0007223113964687	0	0	0.0007223113964687	0.0007223113964687	0.0007223113964687	0.0007223113964687	0	0	0	0.0007223113964687	0	0.0007223113964687	0.0007223113964687
"Schinus_patagonicus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.537662337662338	0.0124675324675325	0.187012987012987	0.00233766233766234	0	0	0.0381818181818182	0	0.0335064935064935	0	0	0	0	0.0124675324675325	0.00935064935064935	0	0	0.021038961038961	0	0	0.000779220779220779	0	0.0116883116883117	0	0	0	0	0	0	0	0.00701298701298701	0.00779220779220779	0	0	0	0	0	0	0	0	0	0	0	0.00155844155844156	0	0	0.00233766233766234	0	0	0	0.00233766233766234	0.00233766233766234	0	0.00233766233766234	0	0	0.000779220779220779	0	0	0	0	0.00155844155844156	0	0	0	0	0	0	0.000779220779220779	0	0.000779220779220779	0.000779220779220779	0	0	0	0.000779220779220779	0	0.000779220779220779	0	0	0	0	0	0.000779220779220779	0	0	0	0.000779220779220779	0	0
"Berberis_darwinii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.449152542372881	0.0152542372881356	0.183050847457627	0	0.130508474576271	0.00847457627118644	0.00169491525423729	0.0152542372881356	0	0	0.0813559322033898	0	0.00169491525423729	0.00847457627118644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00508474576271186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vicia_nigricans"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.852727272727273	0	0	0.0181818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0290909090909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rosa_eglanteria"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14025974025974	0.0584415584415584	0	0	0	0.198701298701299	0	0.192857142857143	0.00584415584415584	0	0	0.00584415584415584	0.0584415584415584	0	0	0.0642857142857143	0	0	0.0175324675324675	0.0409090909090909	0	0	0	0	0	0.0116883116883117	0	0.00584415584415584	0	0	0	0.0175324675324675	0	0	0	0	0	0	0	0	0	0	0	0	0.0175324675324675	0	0.0175324675324675	0	0	0	0	0	0	0	0.00584415584415584	0	0	0.0116883116883117	0.00584415584415584	0	0	0	0.00584415584415584	0	0	0.00584415584415584	0	0	0	0	0	0	0	0	0	0	0	0.00584415584415584	0	0	0	0	0	0.00584415584415584	0	0	0	0	0
"Digitalis_purpurea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.652747252747253	0.0791208791208791	0	0.128571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00989010989010989	0	0	0	0	0	0	0	0	0	0	0.0197802197802198	0	0.00989010989010989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cynanchum_diemii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0.08	0	0	0	0	0.15	0	0	0.12	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0
"Ribes_magellanicum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0.05	0	0	0.03	0	0	0	0	0	0	0	0	0	0.03	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Berberis_buxifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0209302325581395	0	0.784883720930233	0	0.0837209302325581	0	0	0.0104651162790698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
