"Aphloia_theiformis"	"Stillingia_lineata"	"Syzygium_coriaceum"	"Molinaea_macrantha"	"Casearia_coriacea"	"Gaertnera_sp1_M_PL_082"	"Syzygium_petrinese"	"Croton_grangeroides"	"Labourdonnaisia_callophylloides"	"Phyllanthus_phillyreifolius"	"Cordemoya_integrifolia"	"Erythroxylum_macrocarpum"	"Musca_domestica"	"Apis_mellifera"	"Technomyrmex_albipes"	"Brachymyrmex_sp1_M_PL_082"	"Chaetocnema_sp1_M_PL_082"	"Eristalinus_flaveolus"	"Chrysomya_megacephala"	"Dysauxes_florida"	"Villa_unifasciata"	"Panara_naso"	"Paragus_borbonicus"	"Stomorhina_lunata"	"Melanostoma_annulipes"	"Nacoleia_sp1_M_PL_082"	"Phorinia_sp1_M_PL_082"	"Sarcophaga_arno"	"Allograpta_nasuta"	"Episyrphus_sp1_M_PL_082"	"Hippotion_eson"	"Leptotes_pirithous"	"Lygaeidae_sp1_M_PL_082"	"Macroglossum_milvus"	"Mordellidae_sp1_M_PL_082"	"Ornidia_obesa"	"Orthellia_albigena"	"Stomoxys_calcitrans"	"Syritta_sp1_M_PL_082"
"Aphloia_theiformis"	0	0	0	0	0	0	0	0	0	0	0	0	0.184615384615385	0.115384615384615	0.0923076923076923	0.0461538461538462	0.0461538461538462	0.0923076923076923	0.0230769230769231	0	0.0692307692307692	0.0692307692307692	0	0.0461538461538462	0.0461538461538462	0	0	0	0	0	0	0	0.0230769230769231	0.0230769230769231	0.0230769230769231	0	0	0	0
"Stillingia_lineata"	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0	0.0529411764705882	0.185294117647059	0	0	0	0.0529411764705882	0	0	0	0.0264705882352941	0.0264705882352941	0.0264705882352941	0	0	0.0264705882352941	0	0	0	0	0.0264705882352941	0	0.0264705882352941
"Syzygium_coriaceum"	0	0	0	0	0	0	0	0	0	0	0	0	0.234782608695652	0	0	0.626086956521739	0	0.0391304347826087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Molinaea_macrantha"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Casearia_coriacea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54	0	0	0	0.27	0	0	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045	0	0	0
"Gaertnera_sp1_M_PL_082"	0	0	0	0	0	0	0	0	0	0	0	0	0.207692307692308	0.138461538461538	0	0	0.276923076923077	0	0	0	0	0	0	0	0	0.0692307692307692	0	0	0	0.0692307692307692	0.0692307692307692	0	0	0	0	0	0	0.0692307692307692	0
"Syzygium_petrinese"	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.6	0	0	0	0	0	0	0	0	0	0.075	0	0	0	0.075	0	0	0	0	0	0	0	0	0	0	0
"Croton_grangeroides"	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0.45	0	0	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Labourdonnaisia_callophylloides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phyllanthus_phillyreifolius"	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0.15	0	0.15	0	0	0.15	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0
"Cordemoya_integrifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Erythroxylum_macrocarpum"	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0.225	0	0	0	0	0	0	0	0	0.225	0	0	0	0	0	0	0	0	0	0	0	0	0
"Musca_domestica"	0.175609756097561	0.373170731707317	0.131707317073171	0	0	0.0658536585365854	0.0439024390243902	0.0219512195121951	0	0.0439024390243902	0	0.0439024390243902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Apis_mellifera"	0.128571428571429	0	0	0	0.308571428571429	0.0514285714285714	0.205714285714286	0	0.205714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Technomyrmex_albipes"	0.138461538461538	0	0	0.726923076923077	0	0	0	0	0	0.0346153846153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Brachymyrmex_sp1_M_PL_082"	0.1	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chaetocnema_sp1_M_PL_082"	0.1	0	0	0	0	0.2	0	0.25	0	0.05	0.25	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Eristalinus_flaveolus"	0.276923076923077	0.138461538461538	0.0692307692307692	0	0.415384615384615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chrysomya_megacephala"	0.1125	0.7875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
