"Nephrosperma_vanhoutteanum"	"Phoenicophorium_borsigianum"	"Erythroxylum_sechellarum"	"Memecylon_eleagni"	"Canthium_bibracteatum"	"Paragenipa_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Megachile_seychellensis"	"Chalcidoma_disjunctum"	"Unidentified_sp3_M_PL_091"	"Cratopus_aurostriatus"	"Hemipyrellia_germana"	"Ceratina_tabescens"	"Neophyllomyza_approximatonervis"	"Phelsuma_sp1_M_PL_091"	"Tricimba_seychellensis"	"Polistes_olivaceus"	"Rhiparida_seychellensis"	"Unidentified_sp1_M_PL_091"	"Unidentified_sp4_M_PL_091"	"Geron_seychellarum"	"Lygistorrhina_sp1_M_PL_091"	"Melanostoma_annulipes"	"Unidentified_sp2_M_PL_091"
"Nephrosperma_vanhoutteanum"	0	0	0	0	0	0	0.245454545454545	0.145454545454545	0.00909090909090909	0	0	0	0.0272727272727273	0	0.00909090909090909	0.00909090909090909	0	0	0.00909090909090909	0	0.0181818181818182	0.00909090909090909	0	0.00909090909090909	0.00909090909090909
"Phoenicophorium_borsigianum"	0	0	0	0	0	0	0.0731707317073171	0.109756097560976	0	0	0.0975609756097561	0.0731707317073171	0.024390243902439	0	0.0365853658536585	0.0365853658536585	0.0121951219512195	0.024390243902439	0.0121951219512195	0	0	0	0	0	0
"Erythroxylum_sechellarum"	0	0	0	0	0	0	0.265625	0.171875	0	0	0	0	0	0	0	0	0.03125	0	0	0.015625	0	0	0.015625	0	0
"Memecylon_eleagni"	0	0	0	0	0	0	0.236842105263158	0.0526315789473684	0	0.210526315789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Canthium_bibracteatum"	0	0	0	0	0	0	0.03125	0	0.34375	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0
"Paragenipa_wrightii"	0	0	0	0	0	0	0.181818181818182	0.272727272727273	0	0	0	0	0	0	0	0	0	0	0	0.0454545454545455	0	0	0	0	0
"Apis_mellifera"	0.2109375	0.046875	0.1328125	0.0703125	0.0078125	0.03125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lasioglossum_mahense"	0.181818181818182	0.102272727272727	0.125	0.0227272727272727	0	0.0681818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megachile_seychellensis"	0.0416666666666667	0	0	0	0.458333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chalcidoma_disjunctum"	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp3_M_PL_091"	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cratopus_aurostriatus"	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hemipyrellia_germana"	0.3	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratina_tabescens"	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neophyllomyza_approximatonervis"	0.125	0.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phelsuma_sp1_M_PL_091"	0.125	0.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tricimba_seychellensis"	0	0.166666666666667	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Polistes_olivaceus"	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhiparida_seychellensis"	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp1_M_PL_091"	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp4_M_PL_091"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Geron_seychellarum"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lygistorrhina_sp1_M_PL_091"	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Melanostoma_annulipes"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp2_M_PL_091"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
