"Xysmalobium_gerrardii"	"Sisyranthus_trichostomus"	"Pachycarpus_natalensis"	"Asclepias_woodii"	"Miraglossum_verticillare"	"Xysmalobium_involucratum"	"Aspidonepsis_diploglossa"	"Miraglossum_pilosum"	"Asclepias_cucullata"	"Aspilocoryphus_fasciativentris"	"Hemipepsis_hilaris"	"Atrichelaphinis_tigrina"	"Sarcophaga_sp1_M_PL_013"	"Cyrtothyrea_marginalis"	"Diptera_sp3_M_PL_013"	"Unidentified_sp15_M_PL_013"	"Unidentified_sp20_M_PL_013"	"Unidentified_sp6_M_PL_013"	"Unidentified_sp19_M_PL_013"	"Unidentified_sp25_M_PL_013"	"Unidentified_sp4_M_PL_013"	"Apis_mellifera"	"Musca_domestica"	"Unidentified_sp13_M_PL_013"	"Unidentified_sp33_M_PL_013"	"Unidentified_sp9_M_PL_013"	"Unidentified_sp11_M_PL_013"	"Unidentified_sp12_M_PL_013"	"Unidentified_sp28_M_PL_013"	"Unidentified_sp10_M_PL_013"	"Unidentified_sp16_M_PL_013"	"Unidentified_sp17_M_PL_013"	"Unidentified_sp2_M_PL_013"	"Unidentified_sp30_M_PL_013"	"Unidentified_sp38_M_PL_013"	"Unidentified_sp5_M_PL_013"	"Unidentified_sp7_M_PL_013"	"Unidentified_sp8_M_PL_013"	"Actea_sp1_M_PL_013"	"Arge_sp1_M_PL_013"	"Dacus_sp1_M_PL_013"	"Diptera_sp1_M_PL_013"	"Diptera_sp2_M_PL_013"	"Homoecerus_annulatus"	"Microphthalma_sp1_M_PL_013"	"Microphthalma_sp2_M_PL_013"	"Spilostethus_rivularis"	"Tiphia_sp1_M_PL_013"	"Unidentified_sp1_M_PL_013"	"Unidentified_sp14_M_PL_013"	"Unidentified_sp18_M_PL_013"	"Unidentified_sp21_M_PL_013"	"Unidentified_sp22_M_PL_013"	"Unidentified_sp23_M_PL_013"	"Unidentified_sp24_M_PL_013"	"Unidentified_sp26_M_PL_013"	"Unidentified_sp27_M_PL_013"	"Unidentified_sp29_M_PL_013"	"Unidentified_sp3_M_PL_013"	"Unidentified_sp31_M_PL_013"	"Unidentified_sp32_M_PL_013"	"Unidentified_sp34_M_PL_013"	"Unidentified_sp35_M_PL_013"	"Unidentified_sp36_M_PL_013"	"Unidentified_sp37_M_PL_013"
"Xysmalobium_gerrardii"	0	0	0	0	0	0	0	0	0	0.211246200607903	0.0623100303951368	0.0227963525835866	0.0805471124620061	0.00911854103343465	0.0227963525835866	0.0060790273556231	0.0121580547112462	0	0.0060790273556231	0.00911854103343465	0.00151975683890578	0.00455927051671732	0.00455927051671732	0.00455927051671732	0.00455927051671732	0	0.00151975683890578	0.00455927051671732	0	0	0	0.00303951367781155	0	0.00151975683890578	0	0.00151975683890578	0.00303951367781155	0.00303951367781155	0.00151975683890578	0	0	0	0	0	0	0.00151975683890578	0	0	0.00151975683890578	0.00151975683890578	0	0.00151975683890578	0.00151975683890578	0.00151975683890578	0.00151975683890578	0.00151975683890578	0	0.00151975683890578	0	0.00151975683890578	0.00151975683890578	0	0	0.00151975683890578	0
"Sisyranthus_trichostomus"	0	0	0	0	0	0	0	0	0	0.00510204081632653	0.0102040816326531	0.178571428571429	0	0.214285714285714	0	0.0510204081632653	0	0	0	0.0102040816326531	0	0.00510204081632653	0	0	0	0	0.00510204081632653	0	0	0	0	0	0	0	0	0	0	0	0	0.00510204081632653	0	0.00510204081632653	0	0	0	0	0	0	0	0	0.00510204081632653	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00510204081632653
"Pachycarpus_natalensis"	0	0	0	0	0	0	0	0	0	0.0377358490566038	0.188679245283019	0	0.10377358490566	0	0.00943396226415094	0	0.00943396226415094	0.0849056603773585	0	0	0	0	0	0	0	0	0	0	0.00943396226415094	0.00943396226415094	0	0	0	0	0	0	0	0	0	0	0.00943396226415094	0	0.00943396226415094	0.00943396226415094	0.00943396226415094	0	0.00943396226415094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Asclepias_woodii"	0	0	0	0	0	0	0	0	0	0	0	0.25	0.0166666666666667	0.133333333333333	0.0166666666666667	0	0	0.0166666666666667	0	0	0.0166666666666667	0	0	0	0	0	0	0	0	0	0.0333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Miraglossum_verticillare"	0	0	0	0	0	0	0	0	0	0.0166666666666667	0.3	0.0166666666666667	0.1	0.0166666666666667	0.0166666666666667	0	0.0166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0166666666666667	0	0
"Xysmalobium_involucratum"	0	0	0	0	0	0	0	0	0	0.0172413793103448	0.0172413793103448	0.103448275862069	0.0172413793103448	0	0	0.0172413793103448	0.0344827586206897	0	0.0689655172413793	0	0.0517241379310345	0	0	0.0172413793103448	0.0172413793103448	0.0689655172413793	0.0172413793103448	0	0	0.0172413793103448	0	0	0	0	0	0.0172413793103448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0172413793103448	0	0	0
"Aspidonepsis_diploglossa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0.05	0.05	0.1	0	0	0	0	0	0	0	0	0	0.1	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0
"Miraglossum_pilosum"	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Asclepias_cucullata"	0	0	0	0	0	0	0	0	0	0.0833333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0	0	0	0	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0833333333333333	0	0	0	0	0	0
"Aspilocoryphus_fasciativentris"	0.472789115646259	0.00340136054421769	0.0136054421768707	0	0.00340136054421769	0.00340136054421769	0	0	0.00340136054421769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
