"Philodendron_apendiculatum"	"Cecropia_glaziovi"	"Cecropia_pachystachia"	"Cucurbitaceae"	"Vismia_sp."	"Ficus_luschnatiana"	"Ficus_sp."	"Piper_aduncun"	"Piper_dilatatum"	"Piper_sp."	"Rubus_brasiliensis"	"Aureliana_sp."	"Solanum_cinnamomeum"	"Solanum_megalochiton"	"Solanum_cf._paranaense"	"Solanum_rufescens"	"Solanum_santaecatharinae"	"Solanum_scuticum"	"Solanum_subsylvestris"	"Solanum_swartzianum"	"Solanum_variabile"	"Solanum_sp."	"Vassobia_breviflora"	"Unknown_family"	"Artibeus_fimbriatus"	"Artibeus_lituratus"	"Artibeus_jamaicensis"	"Carollia_perspicillata"	"Sturnira_lilium"	"Sturnira_tildae"
"Solanum_subsylvestris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
"Solanum_swartzianum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
"Solanum_variabile"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0.375	0
"Solanum_sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0.025	0.375	0.075
"Vassobia_breviflora"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0416666666666667	0	0	0	0.458333333333333	0
"Unknown_family"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0.1	0
"Artibeus_fimbriatus"	0	0.119047619047619	0.0714285714285714	0.0238095238095238	0	0.0476190476190476	0.0714285714285714	0	0	0.0238095238095238	0	0	0	0	0	0	0	0	0	0	0	0.0238095238095238	0.0238095238095238	0.0952380952380952	0	0	0	0	0	0
"Artibeus_lituratus"	0	0.214285714285714	0.0714285714285714	0	0	0.0714285714285714	0.0714285714285714	0	0	0	0	0	0	0	0	0	0	0.0714285714285714	0	0	0	0	0	0	0	0	0	0	0	0
"Artibeus_jamaicensis"	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Carollia_perspicillata"	0	0	0	0	0	0	0	0.0625	0.15625	0.0625	0.0625	0	0	0.03125	0.0625	0	0	0	0	0	0.03125	0.03125	0	0	0	0	0	0	0	0
"Sturnira_lilium"	0.00892857142857143	0.00892857142857143	0	0.0178571428571429	0.00892857142857143	0	0.00892857142857143	0	0	0.0357142857142857	0.00892857142857143	0.00892857142857143	0.00892857142857143	0	0.0178571428571429	0.00892857142857143	0.0267857142857143	0.00892857142857143	0.0267857142857143	0.0267857142857143	0.0267857142857143	0.133928571428571	0.0982142857142857	0.00892857142857143	0	0	0	0	0	0
"Sturnira_tildae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0.1	0	0	0	0.3	0	0	0	0	0	0	0	0
