"Cinnamomum_verum"	"Nephrosperma_vanhoutteanum"	"Memecylon_eleagni"	"Chrysobalanus_icaco"	"Roscheria_melanochaetes"	"Erythroxylum_sechellarum"	"Nepenthes_pervillei"	"Mimusops_sechellarum"	"Timonius_sechellensis"	"Apis_mellifera"	"Neophyllomyza_approximatonervis"	"Lygistorrhina_sp1_M_PL_118"	"Unidentified_sp2_M_PL_118"	"Lasioglossum_mahense"	"Nectarinia_dussumieri"	"Unidentified_sp1_M_PL_118"	"Hemipyrellia_sp1_M_PL_118"	"Leptotes_pirithous"	"Ornidia_obesa"	"Lampides_boeticus"	"Megachile_seychellensis"	"Phelsuma_sp1_M_PL_118"
"Cinnamomum_verum"	2.86353824053684	0.923368154262318	0.676066074685976	0.440912657403897	0	0.164151873661348	0.19512089418646	0	0	3.07985656245833	0.325186176066295	0.180658986703497	0	0.243187960979774	0.176365062961559	0.144527189362798	0.212523811196437	0.0881825314807794	0.190902549369123	0	0.0954512746845615	0
"Nephrosperma_vanhoutteanum"	1.08395392022098	3.31315533957968	0.425805909500946	0.277699506196269	0	0.0621374858725404	0.100405733366428	0	0	1.93978247661542	1.16680688046067	0.648226044700372	0	0.0920555346259858	0.111079802478508	0.518580835760297	0.0963752373605565	0.0555399012392538	0.0722635946813986	0	0.0361317973406995	0
"Memecylon_eleagni"	1.82537840165214	0.979353591852175	1.71705715159959	0.467645968434517	0	0.104639526209358	0.169083254989066	0	0	3.26659369062037	0.344902786695766	0.191612659275426	0	0.15502152031016	0.187058387373807	0.15329012742034	0.162295899715177	0.0935291936869033	0.121691893443475	0	0.0608459467217379	0
"Chrysobalanus_icaco"	1.32273797221169	0.709676515834909	0.519606631593907	2.5127869336482	0	0.0758257436299695	0.122524097818163	0	0	2.36709687726113	0.249929555576642	0.138849753098134	0	0.112334435007362	1.00511477345928	0.111079802478508	0.117605724431288	0.50255738672964	0.0881825314807791	0	0.0440912657403898	0
"Roscheria_melanochaetes"	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0
"Erythroxylum_sechellarum"	1.47736686295213	0.476387391689476	0.34879842069786	0.227477230889909	0	2.63246052080617	0.100667467701295	0	0	1.58897058317914	0.167771211855859	0.0932062288088106	0	2.41846003082396	0.0909908923559635	0.0745649830470485	0.109646042719181	0.0454954461779817	0.0984911241968084	0	0.0492455620984043	0
"Nepenthes_pervillei"	1.75608804767814	0.769777289142618	0.563610849963552	0.36757229345449	0	0.100667467701295	1.70544194679675	0	0	2.56756053872285	0.271095480089357	0.150608600049643	0	0.149136989187103	0.147028917381796	0.120486880039714	1.08180143633399	0.073514458690898	0.117072536511876	0	0.0585362682559381	0
"Mimusops_sechellarum"	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316
"Timonius_sechellensis"	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0
"Apis_mellifera"	2.02819822405793	1.08817065761353	0.796730168443992	0.519606631593908	0	0.11626614023262	0.187870283321184	0	0	3.62954854513374	0.383225318550851	0.212902954750473	0	0.172246133677956	0.207842652637563	0.170322363800378	0.180328777461308	0.103921326318781	0.135213214937195	0	0.0676066074685976	0
