"Nephrosperma_vanhoutteanum"	"Medusagyne_oppositifolia"	"Mimusops_sechellarum"	"Erythroxylum_sechellarum"	"Memecylon_eleagni"	"Apis_mellifera"	"Lygistorrhina_sp1_M_PL_085"	"Unidentified_sp2_M_PL_085"	"Unidentified_sp1_M_PL_085"	"Lasioglossum_mahense"	"Parasarcophaga_hirticeps"	"Eristalinus_vicarians"	"Rhiparida_seychellensis"	"Geron_seychellarum"	"Nectarinia_dussumieri"	"Phelsuma_sp1_M_PL_085"	"Chalcidoma_disjunctum"	"Hemipyrellia_germana"	"Simosyrphus_aegyptius"	"Unidentified_sp3_M_PL_085"	"Unidentified_sp4_M_PL_085"	"Unidentified_sp5_M_PL_085"
"Nephrosperma_vanhoutteanum"	3.78727029174269	0.54102770309854	0.438631920451698	0.342398072232162	0.153829907211753	1.50804585703256	0.852135815642105	0.553888280167368	0.407000574806447	0.225992097054305	0.306896000775651	0.255640744692632	0.213033953910526	0.0852135815642105	0.0464433798125328	0.0658284806883716	0.0426067907821053	0.0426067907821052	0.0230744860817628	0.0426067907821052	0.0426067907821052	0.0232216899062663
"Medusagyne_oppositifolia"	2.27801138146754	1.74572640634211	0.568136568567107	0.454555138564264	0.216728399795826	2.12466074599842	0.512552560830196	0.333159164539627	0.597305103876516	0.235896316792545	0.319150375165679	0.153765768249059	0.128138140207549	0.0512552560830196	0.0601556366718113	0.0557054463774154	0.0256276280415098	0.0256276280415098	0.0325092599693737	0.0256276280415098	0.0256276280415098	0.0300778183359056
"Mimusops_sechellarum"	2.06415021389035	0.63497616486912	1.82843362106507	0.521172380243954	0.214425514668349	2.10208479546539	0.464433798125328	0.301881968781463	0.386518658114689	0.44508515516358	0.19948577610941	0.139330139437598	0.116108449531332	0.0464433798125328	0.193598853995125	0.120021116903829	0.0232216899062664	0.0232216899062664	0.0321638272002522	0.0232216899062664	0.0232216899062664	0.0967994269975626
"Erythroxylum_sechellarum"	2.10706505989023	0.664349817901617	0.681533112626708	1.57306281772755	0.237147086590735	2.32483193887784	0.474089638475301	0.308158265008946	0.335654065831725	0.482365504964689	0.205165295343796	0.14222689154259	0.118522409618825	0.0474089638475301	0.0721623295722397	0.0597856467098849	0.0237044819237651	0.0237044819237651	0.03557206298861	0.0237044819237651	0.0237044819237651	0.0360811647861198
"Memecylon_eleagni"	2.05106542949005	0.686306599353451	0.607538958226991	0.513818687613259	1.40442822005309	2.43474465058713	0.461489721635261	0.29996831906292	0.333157043537701	0.249356642730114	0.203465436429326	0.138446916490578	0.115372430408815	0.0461489721635261	0.0643276544005049	0.0552383132820155	0.0230744860817631	0.0230744860817631	0.210664233007963	0.0230744860817631	0.0230744860817631	0.0321638272002524
"Apis_mellifera"	2.36556212867852	0.79154027792098	0.700694931821796	0.592604219713959	0.286440547127897	2.80807216367715	0.532251478952668	0.345963461319234	0.384241123546815	0.287591327948732	0.234663470015156	0.1596754436858	0.133062869738167	0.0532251478952668	0.074191228075249	0.0637081879852579	0.0266125739476334	0.0266125739476334	0.0429660820691842	0.0266125739476334	0.0266125739476334	0.0370956140376244
"Lygistorrhina_sp1_M_PL_085"	3.40854326256842	0.486924932788686	0.394768728406528	0.308158265008946	0.138446916490578	1.3572412713293	1.76692223407789	0.498499452150632	0.366300517325802	0.203392887348874	0.276206400698086	0.230076670223368	0.191730558519474	0.0766922234077895	0.0417990418312795	0.0592456326195344	0.0383461117038947	0.0383461117038947	0.0207670374735865	0.0383461117038947	0.0383461117038947	0.0208995209156397
"Unidentified_sp2_M_PL_085"	3.40854326256842	0.486924932788686	0.394768728406528	0.308158265008946	0.138446916490578	1.3572412713293	0.766922234077895	1.49849945215063	0.366300517325802	0.203392887348874	0.276206400698086	0.230076670223368	0.191730558519474	0.0766922234077895	0.0417990418312795	0.0592456326195344	0.0383461117038947	0.0383461117038947	0.0207670374735866	0.0383461117038947	0.0383461117038947	0.0208995209156397
"Unidentified_sp1_M_PL_085"	2.71333716537631	0.945733081137817	0.54756809899581	0.363625237984368	0.16657852176885	1.63302477507396	0.61050086220967	0.396825560436286	1.4361285719752	0.22353894910891	0.272746024244378	0.183150258662901	0.152625215552418	0.061050086220967	0.0579777987172034	0.0595139424690852	0.0305250431104835	0.0305250431104835	0.0249867782653274	0.0305250431104835	0.0305250431104835	0.0289888993586017
"Lasioglossum_mahense"	2.25992097054305	0.560253752382295	0.945805954722608	0.78384394556762	0.187017482047585	1.83339471567317	0.508482218372186	0.330513441941921	0.335308423663365	1.36386281963051	0.205621336789978	0.152544665511656	0.127120554593046	0.0508482218372186	0.100144159911806	0.075496190874512	0.0254241109186093	0.0254241109186093	0.0280526223071379	0.0254241109186093	0.0254241109186093	0.0500720799559027
"Parasarcophaga_hirticeps"	3.06896000775651	0.757982141018488	0.423907274232496	0.333393604933669	0.152599077321994	1.49597962134662	0.690516001745215	0.44883540113439	0.409119036366568	0.205621336789978	1.27896363493584	0.207154800523565	0.172629000436304	0.0690516001745215	0.0448842996246171	0.0569679498995693	0.0345258000872607	0.0345258000872607	0.022889861598299	0.0345258000872607	0.0345258000872607	0.0224421498123085
"Eristalinus_vicarians"	3.40854326256842	0.486924932788686	0.394768728406528	0.308158265008946	0.138446916490578	1.3572412713293	0.766922234077895	0.498499452150632	0.366300517325802	0.203392887348874	0.276206400698086	1.23007667022337	0.191730558519474	0.0766922234077895	0.0417990418312795	0.0592456326195345	0.0383461117038947	0.0383461117038947	0.0207670374735865	0.0383461117038947	0.0383461117038947	0.0208995209156397
"Rhiparida_seychellensis"	3.40854326256842	0.486924932788686	0.394768728406528	0.308158265008946	0.138446916490578	1.3572412713293	0.766922234077895	0.498499452150632	0.366300517325802	0.203392887348874	0.276206400698086	0.230076670223368	1.19173055851947	0.0766922234077894	0.0417990418312795	0.0592456326195344	0.0383461117038947	0.0383461117038947	0.0207670374735864	0.0383461117038947	0.0383461117038947	0.0208995209156397
"Geron_seychellarum"	3.40854326256842	0.486924932788686	0.394768728406529	0.308158265008946	0.138446916490578	1.3572412713293	0.766922234077895	0.498499452150631	0.366300517325802	0.203392887348874	0.276206400698086	0.230076670223368	0.191730558519474	1.07669222340779	0.0417990418312795	0.0592456326195344	0.0383461117038947	0.0383461117038947	0.0207670374735864	0.0383461117038947	0.0383461117038947	0.0208995209156397
"Nectarinia_dussumieri"	1.85773519250131	0.571478548382208	1.64559025895857	0.469055142219558	0.192982963201514	1.89187631591885	0.417990418312795	0.271693771903317	0.34786679230322	0.400576639647222	0.179537198498469	0.125397125493838	0.104497604578199	0.0417990418312795	1.17423896859561	0.108019005213446	0.0208995209156397	0.0208995209156397	0.028947444480227	0.0208995209156397	0.0208995209156397	0.0871194842978063
"Phelsuma_sp1_M_PL_085"	2.63313922753487	0.529201740585447	1.02017949368255	0.388606703614252	0.165714939846046	1.62455879362408	0.592456326195345	0.385096612026974	0.357083654814511	0.301984763498048	0.227871799598277	0.177736897858603	0.148114081548836	0.0592456326195345	0.108019005213446	1.08363231891649	0.0296228163097672	0.0296228163097672	0.0248572409769069	0.0296228163097672	0.0296228163097672	0.054009502606723
"Chalcidoma_disjunctum"	3.40854326256842	0.486924932788686	0.394768728406528	0.308158265008946	0.138446916490578	1.3572412713293	0.766922234077895	0.498499452150632	0.366300517325802	0.203392887348874	0.276206400698086	0.230076670223368	0.191730558519474	0.0766922234077895	0.0417990418312795	0.0592456326195345	1.03834611170389	0.0383461117038947	0.0207670374735863	0.0383461117038947	0.0383461117038947	0.0208995209156397
"Hemipyrellia_germana"	3.40854326256842	0.486924932788686	0.394768728406528	0.308158265008946	0.138446916490578	1.3572412713293	0.766922234077895	0.498499452150631	0.366300517325802	0.203392887348874	0.276206400698086	0.230076670223368	0.191730558519474	0.0766922234077894	0.0417990418312795	0.0592456326195345	0.0383461117038947	1.03834611170389	0.0207670374735863	0.0383461117038947	0.0383461117038947	0.0208995209156397
"Simosyrphus_aegyptius"	1.84595888654105	0.617675939418106	0.546785062404292	0.462436818851933	1.26398539804778	2.19127018552841	0.415340749471735	0.269971487156628	0.299841339183931	0.224420978457103	0.183118892786394	0.124602224841521	0.103835187367934	0.0415340749471735	0.0578948889604544	0.0497144819538139	0.0207670374735868	0.0207670374735868	1.18959780970717	0.0207670374735868	0.0207670374735868	0.0289474444802271
"Unidentified_sp3_M_PL_085"	3.40854326256842	0.486924932788686	0.394768728406528	0.308158265008946	0.138446916490578	1.3572412713293	0.766922234077895	0.498499452150631	0.366300517325802	0.203392887348874	0.276206400698086	0.230076670223368	0.191730558519474	0.0766922234077895	0.0417990418312795	0.0592456326195345	0.0383461117038947	0.0383461117038947	0.0207670374735864	1.03834611170389	0.0383461117038947	0.0208995209156397
"Unidentified_sp4_M_PL_085"	3.40854326256842	0.486924932788686	0.394768728406528	0.308158265008946	0.138446916490578	1.3572412713293	0.766922234077895	0.498499452150631	0.366300517325802	0.203392887348874	0.276206400698086	0.230076670223368	0.191730558519474	0.0766922234077894	0.0417990418312795	0.0592456326195344	0.0383461117038947	0.0383461117038947	0.0207670374735864	0.0383461117038947	1.03834611170389	0.0208995209156398
"Unidentified_sp5_M_PL_085"	1.85773519250131	0.571478548382208	1.64559025895857	0.469055142219558	0.192982963201514	1.89187631591885	0.417990418312795	0.271693771903317	0.34786679230322	0.400576639647222	0.179537198498469	0.125397125493838	0.104497604578199	0.0417990418312795	0.174238968595613	0.108019005213446	0.0208995209156397	0.0208995209156397	0.0289474444802269	0.0208995209156397	0.0208995209156397	1.08711948429781
